,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,Anomaly,Anomaly_Score,deposit
955,61,retired,927,no,no,cellular,apr,3,-1,unknown,0,-0.08033295,1
5611,36,admin,746,yes,no,cellular,nov,3,-1,unknown,0,-0.08285987,0
2342,34,technician,7050,no,no,cellular,aug,1,-1,unknown,0,-0.086398065,1
3901,44,technician,1901,no,no,cellular,aug,2,-1,unknown,0,-0.10085885,0
1021,36,management,254,no,no,cellular,feb,2,-1,unknown,0,-0.09833761,1
2878,39,technician,4101,yes,no,cellular,feb,2,264,other,0,-0.026286764,1
6283,35,admin,2374,yes,no,cellular,aug,2,183,success,0,-0.031496238,1
5436,52,blue-collar,408,no,no,cellular,jan,2,-1,unknown,0,-0.08087321,0
7479,34,admin,155,no,no,cellular,feb,2,-1,unknown,0,-0.105289765,1
6574,35,blue-collar,149,yes,no,cellular,apr,3,349,other,0,-0.0062634866,1
6709,35,services,4564,no,no,cellular,aug,6,-1,unknown,0,-0.06776912,0
1033,42,blue-collar,402,no,no,cellular,may,7,330,failure,0,-0.033786222,0
839,56,admin,4118,no,no,telephone,may,1,-1,unknown,0,-0.054526825,1
2845,46,admin,1252,yes,yes,cellular,nov,1,-1,unknown,0,-0.053216085,0
6268,26,services,1140,yes,no,cellular,feb,2,-1,unknown,0,-0.08167978,1
5970,54,management,1624,no,no,cellular,may,3,182,success,0,-0.044847257,1
6281,57,technician,96,no,no,cellular,aug,4,-1,unknown,0,-0.0904084,1
4316,35,technician,1354,no,no,cellular,jun,2,-1,unknown,0,-0.09625541,1
3882,42,admin,-247,yes,yes,telephone,oct,1,166,other,1,0.061976656,1
6530,33,technician,4,yes,yes,unknown,jun,2,-1,unknown,0,-0.025020102,1
1110,38,technician,25,yes,no,cellular,jun,2,-1,unknown,0,-0.08626754,1
1834,39,student,1107,yes,no,telephone,apr,4,-1,unknown,0,-0.001785073,0
7248,29,management,1445,no,no,cellular,apr,2,143,success,0,-0.049189407,1
893,34,services,-374,yes,no,cellular,may,1,-1,unknown,0,-0.09772358,1
5920,29,services,191,yes,no,cellular,apr,1,-1,unknown,0,-0.07359321,0
1148,60,management,544,no,no,cellular,jun,7,357,failure,0,-0.003240742,1
3880,45,blue-collar,-243,no,yes,cellular,jul,2,-1,unknown,0,-0.062005237,0
2487,50,management,810,no,no,cellular,sep,1,103,success,0,-0.044291165,1
5342,33,admin,17,yes,no,cellular,may,1,351,failure,0,-0.03868531,0
6853,45,student,1527,no,no,cellular,mar,1,-1,unknown,0,-0.039902057,1
3647,44,management,3091,yes,no,unknown,jun,4,-1,unknown,0,-0.053566296,0
4205,37,technician,265,yes,yes,cellular,feb,1,366,failure,0,-0.008442769,1
1605,26,student,5169,yes,no,cellular,may,1,35,failure,0,-0.016174456,1
966,48,admin,112,no,no,cellular,aug,5,-1,unknown,0,-0.094171725,0
7356,49,management,1350,yes,yes,cellular,may,1,-1,unknown,0,-0.071635194,0
1141,62,management,3371,no,no,cellular,mar,1,178,success,0,-0.032178007,1
1799,30,admin,311,no,no,cellular,mar,2,-1,unknown,0,-0.07296357,1
4776,31,blue-collar,43,yes,no,unknown,may,3,-1,unknown,0,-0.09334337,0
463,29,admin,306,yes,no,cellular,may,4,-1,unknown,0,-0.100573204,1
4844,43,technician,0,no,no,cellular,aug,3,-1,unknown,0,-0.100322984,0
2945,40,self-employed,1516,yes,yes,unknown,may,1,-1,unknown,0,-0.02313157,0
3038,24,technician,556,yes,no,cellular,nov,2,80,success,0,-0.014689971,1
2195,44,management,226,yes,no,cellular,aug,3,270,failure,0,-0.038907647,1
1818,28,management,187,no,no,cellular,sep,1,93,success,0,-0.04171289,1
2301,59,blue-collar,1265,no,yes,cellular,jul,1,-1,unknown,0,-0.05512993,1
4187,42,blue-collar,366,yes,no,cellular,may,1,106,failure,0,-0.061623424,1
3505,34,management,76,yes,no,cellular,may,2,371,failure,0,-0.044783056,1
6415,31,entrepreneur,10,yes,yes,cellular,jan,3,188,failure,1,0.0060805986,0
5131,36,services,297,yes,yes,cellular,jul,5,-1,unknown,0,-0.060773835,0
1409,49,admin,167,no,yes,cellular,jul,1,-1,unknown,0,-0.070748225,0
974,59,technician,1,no,no,cellular,oct,1,182,success,0,-0.03323717,1
902,38,blue-collar,360,yes,no,unknown,may,2,-1,unknown,0,-0.09540477,0
6874,37,management,6771,no,no,cellular,mar,1,-1,unknown,0,-0.07228973,1
2288,21,student,137,yes,no,unknown,may,3,-1,unknown,0,-0.05168553,0
6743,77,retired,3324,no,no,cellular,may,1,91,success,0,-0.04545982,1
3327,27,management,1,yes,no,cellular,jul,4,-1,unknown,0,-0.08756926,1
3359,25,management,362,no,no,cellular,jun,2,-1,unknown,0,-0.08430163,1
6232,51,retired,730,yes,no,unknown,nov,2,-1,unknown,0,-0.024594508,0
6394,36,self-employed,353,no,no,cellular,aug,2,181,success,0,-0.023595706,1
3601,26,admin,255,no,no,cellular,aug,2,106,success,0,-0.040420007,1
1476,31,self-employed,17924,yes,no,cellular,may,1,174,failure,0,-0.013167273,1
5673,38,technician,0,no,no,cellular,aug,2,-1,unknown,0,-0.10386396,0
836,38,blue-collar,-258,yes,no,cellular,may,2,370,other,0,-0.011080898,0
5198,64,retired,4787,no,no,cellular,apr,1,182,success,0,-0.0359678,1
335,29,unemployed,70,no,no,cellular,may,1,-1,unknown,0,-0.086140744,1
4203,47,housemaid,0,yes,no,telephone,jul,1,-1,unknown,0,-0.03487271,0
5144,29,technician,544,yes,no,unknown,may,1,-1,unknown,0,-0.0847353,0
4872,33,management,369,no,no,cellular,aug,10,-1,unknown,0,-0.09239883,0
4249,19,student,55,no,no,telephone,oct,2,193,other,1,0.060293842,0
2850,47,admin,3070,no,no,cellular,aug,4,-1,unknown,0,-0.08956796,1
4825,28,management,1240,no,no,cellular,aug,1,-1,unknown,0,-0.09988353,1
2743,37,blue-collar,240,yes,no,cellular,may,1,370,other,0,-0.017752921,0
4584,31,admin,212,yes,no,cellular,jul,3,-1,unknown,0,-0.09783411,0
1883,35,management,0,yes,no,telephone,oct,1,-1,unknown,0,-0.02333031,1
4190,30,management,7845,yes,no,unknown,jun,1,-1,unknown,0,-0.041845866,0
2853,81,retired,9224,no,no,telephone,nov,2,-1,unknown,1,0.0075078113,0
6586,53,services,8918,yes,no,telephone,jul,2,-1,unknown,0,-0.027846951,0
5509,42,self-employed,0,no,no,cellular,aug,4,-1,unknown,0,-0.06999932,0
7222,25,admin,894,yes,no,unknown,may,1,-1,unknown,0,-0.09180063,0
5314,36,technician,432,yes,no,cellular,may,3,255,failure,0,-0.043409456,0
7515,52,services,2081,yes,no,unknown,may,1,-1,unknown,0,-0.075930044,0
4605,27,student,0,no,no,cellular,mar,3,-1,unknown,0,-0.032805927,1
6841,36,technician,2511,yes,no,cellular,apr,5,-1,unknown,0,-0.08712764,1
531,34,blue-collar,808,yes,yes,cellular,jul,3,-1,unknown,0,-0.04861615,0
5265,72,retired,5715,no,no,cellular,may,1,181,success,0,-0.041025408,1
3319,32,blue-collar,567,yes,no,cellular,may,2,342,other,0,-0.015620857,0
1721,31,blue-collar,953,yes,no,cellular,may,1,346,success,0,-0.034773935,1
3001,55,management,1504,yes,no,cellular,aug,3,101,success,0,-0.019887323,1
829,52,housemaid,10943,no,no,cellular,sep,1,-1,unknown,0,-0.05994994,1
3945,41,self-employed,3123,yes,no,cellular,apr,2,135,failure,0,-0.031632766,1
7403,52,blue-collar,-191,yes,no,unknown,may,1,-1,unknown,0,-0.07284602,1
5241,37,management,658,yes,no,cellular,may,1,-1,unknown,0,-0.10121838,1
3781,29,management,1026,no,no,cellular,nov,1,92,other,0,-0.041016474,1
1181,26,management,1004,yes,no,unknown,may,2,-1,unknown,0,-0.06838515,1
1039,39,blue-collar,2226,yes,no,unknown,may,1,-1,unknown,0,-0.091478966,0
6206,57,unemployed,890,no,no,cellular,feb,4,-1,unknown,0,-0.07372027,0
4793,59,retired,3444,no,no,cellular,aug,1,185,success,0,-0.03711445,1
4383,82,retired,8603,no,no,cellular,oct,3,107,success,1,0.0026112844,1
2730,32,technician,720,no,no,cellular,aug,4,-1,unknown,0,-0.09675408,0
2882,25,blue-collar,-191,yes,no,unknown,jun,7,-1,unknown,0,-0.015833559,1
4702,59,retired,422,yes,no,cellular,may,4,-1,unknown,0,-0.08331853,1
391,48,blue-collar,1230,yes,no,cellular,may,2,182,success,0,-0.05593166,1
2231,77,retired,3417,no,no,cellular,nov,1,-1,unknown,0,-0.06691793,1
7421,33,admin,2,yes,no,unknown,may,1,-1,unknown,0,-0.09605787,0
4269,51,blue-collar,2404,yes,no,telephone,nov,1,-1,unknown,0,-0.020597203,0
881,28,blue-collar,913,yes,no,unknown,may,2,-1,unknown,0,-0.08918564,0
3064,31,blue-collar,435,yes,no,unknown,may,1,-1,unknown,0,-0.094712555,0
298,38,management,413,no,no,cellular,apr,1,179,failure,0,-0.05096741,1
1596,35,blue-collar,520,yes,no,cellular,apr,1,-1,unknown,0,-0.09097001,1
6373,37,management,792,yes,no,unknown,may,4,-1,unknown,0,-0.07209517,1
3091,39,blue-collar,3832,yes,no,unknown,jun,13,-1,unknown,0,-0.024508726,0
6493,36,admin,4708,no,no,cellular,dec,1,171,failure,0,-0.019338554,1
6330,80,retired,155,no,no,telephone,mar,1,93,success,1,0.04466391,1
750,25,student,469,no,no,cellular,feb,1,187,success,0,-0.014942931,0
2458,34,technician,2838,yes,no,cellular,may,3,-1,unknown,0,-0.09578326,1
6528,38,services,968,yes,no,cellular,apr,1,-1,unknown,0,-0.07814451,0
2334,37,management,1689,yes,no,unknown,may,2,-1,unknown,0,-0.08536296,0
5338,38,technician,304,yes,no,cellular,apr,2,-1,unknown,0,-0.08686039,0
2154,77,retired,7802,no,no,telephone,may,1,92,success,1,0.0175223,1
4996,28,unemployed,863,yes,yes,unknown,may,1,-1,unknown,0,-0.039205335,0
1351,25,unemployed,129,no,no,cellular,apr,3,-1,unknown,0,-0.07310611,1
2100,49,admin,7426,no,no,telephone,nov,2,-1,unknown,0,-0.031691972,0
1164,41,entrepreneur,406,no,no,unknown,jun,1,-1,unknown,0,-0.053783573,0
6893,51,blue-collar,41,yes,no,telephone,jul,43,-1,unknown,1,0.0051012845,0
708,59,retired,25947,no,no,cellular,aug,2,-1,unknown,0,-0.05477723,0
2222,48,admin,2235,yes,yes,unknown,may,2,-1,unknown,0,-0.05378932,0
4799,41,blue-collar,0,yes,no,unknown,may,5,-1,unknown,0,-0.090565756,0
1813,38,admin,47,yes,no,cellular,may,5,-1,unknown,0,-0.0992169,1
4062,45,admin,205,no,no,cellular,may,1,90,success,0,-0.0658858,1
6180,56,management,94,no,no,cellular,jul,3,-1,unknown,0,-0.08987852,0
7048,42,technician,19,no,no,cellular,aug,4,-1,unknown,0,-0.093513414,1
6882,47,technician,191,no,no,cellular,aug,5,-1,unknown,0,-0.1000606,0
5629,47,services,3644,no,no,unknown,jun,2,-1,unknown,0,-0.043099165,0
175,61,management,175,no,no,telephone,aug,2,-1,unknown,0,-0.031182889,1
3120,54,admin,140,no,no,telephone,apr,2,182,failure,1,0.016468536,1
266,43,management,693,yes,no,unknown,may,3,-1,unknown,0,-0.08747569,0
3634,52,self-employed,385,no,yes,cellular,aug,4,-1,unknown,0,-0.031097356,0
3385,39,management,1914,no,no,cellular,aug,4,-1,unknown,0,-0.104452044,0
1414,33,self-employed,409,no,no,cellular,sep,1,97,success,0,-0.03682652,1
2849,53,admin,223,yes,yes,cellular,jul,1,-1,unknown,0,-0.06374335,0
18,31,technician,863,yes,no,cellular,feb,1,263,success,0,-0.033057027,0
4267,31,management,1331,no,no,unknown,nov,1,-1,unknown,0,-0.037045714,1
267,32,technician,599,no,no,cellular,nov,1,-1,unknown,0,-0.08031312,0
3693,37,admin,1533,yes,no,cellular,nov,4,-1,unknown,0,-0.078201614,1
7449,35,self-employed,28,no,yes,unknown,jul,3,-1,unknown,1,0.0005186945,0
4370,40,blue-collar,278,yes,no,unknown,may,3,-1,unknown,0,-0.07919009,1
5826,40,unemployed,1694,no,no,cellular,aug,6,-1,unknown,0,-0.07134438,1
193,43,blue-collar,184,no,yes,cellular,jul,11,-1,unknown,0,-0.032772247,1
1701,57,retired,5313,no,no,cellular,jun,1,-1,unknown,0,-0.06748018,1
7196,44,entrepreneur,887,yes,no,cellular,apr,1,14,failure,0,-0.04032604,0
1260,34,management,3047,no,no,cellular,apr,1,160,other,0,-0.043572754,1
5731,77,retired,2223,no,no,telephone,aug,2,187,success,1,0.039044444,0
7441,25,student,480,no,no,cellular,sep,1,-1,unknown,0,-0.04500661,1
2642,31,blue-collar,1205,yes,no,cellular,apr,1,328,other,0,-0.006718654,0
697,26,entrepreneur,144,no,yes,cellular,jul,1,-1,unknown,0,-0.056902103,0
1857,31,management,2603,yes,no,cellular,feb,4,-1,unknown,0,-0.07626346,1
1629,39,blue-collar,186,yes,no,unknown,may,3,-1,unknown,0,-0.09531478,0
2952,34,admin,88,yes,no,unknown,may,2,-1,unknown,0,-0.09676458,0
1901,33,management,1323,no,no,cellular,jun,1,-1,unknown,0,-0.08881516,1
6961,39,management,141,yes,no,cellular,may,2,331,other,0,-0.021776827,0
7179,49,admin,197,yes,no,cellular,apr,1,182,failure,0,-0.03573546,1
6776,51,retired,610,no,no,unknown,jun,2,-1,unknown,0,-0.040769976,0
5501,56,services,444,yes,no,unknown,jun,1,-1,unknown,0,-0.037448283,0
2563,37,admin,1314,yes,no,cellular,may,1,14,failure,0,-0.06380877,0
6887,34,management,520,yes,no,cellular,aug,4,-1,unknown,0,-0.091972545,1
1199,31,management,1343,yes,yes,unknown,may,1,-1,unknown,0,-0.055482127,0
7729,29,management,265,no,no,cellular,may,1,-1,unknown,0,-0.10452207,1
4575,51,housemaid,108,no,no,unknown,jun,2,-1,unknown,0,-0.05932069,0
1015,32,student,833,yes,no,telephone,nov,5,164,other,1,0.058519598,0
6248,43,management,3578,no,no,cellular,jan,2,-1,unknown,0,-0.08334881,0
5712,55,technician,3899,yes,no,telephone,jul,4,-1,unknown,0,-0.018228784,1
7783,42,admin,947,no,no,cellular,jul,2,-1,unknown,0,-0.09825652,0
7549,60,management,474,no,no,cellular,aug,5,186,other,0,-0.025986984,1
2027,27,admin,15,no,yes,cellular,jul,1,-1,unknown,0,-0.06806719,0
4642,28,management,1825,no,no,cellular,mar,1,-1,unknown,0,-0.077818364,1
4757,60,unemployed,0,no,no,cellular,jul,1,412,other,1,0.013032291,1
6352,38,technician,4539,no,no,cellular,sep,1,-1,unknown,0,-0.08200395,1
1755,49,technician,-188,yes,yes,cellular,nov,1,-1,unknown,0,-0.048547357,1
4101,38,management,4335,yes,no,cellular,nov,1,-1,unknown,0,-0.085553505,0
2423,33,technician,3572,yes,no,cellular,nov,2,-1,unknown,0,-0.07177228,0
6755,25,admin,131,yes,yes,unknown,may,1,-1,unknown,0,-0.059044566,0
6321,64,retired,12067,no,no,telephone,jul,2,92,success,1,0.03325847,1
5313,37,admin,36,yes,no,unknown,may,1,-1,unknown,0,-0.09605787,0
844,31,self-employed,2589,no,no,cellular,nov,1,-1,unknown,0,-0.054247327,1
5947,29,self-employed,425,yes,no,unknown,jun,15,-1,unknown,1,0.00828208,1
285,55,blue-collar,0,no,no,unknown,jun,2,-1,unknown,0,-0.035444282,1
4625,30,admin,4168,no,no,cellular,jun,1,-1,unknown,0,-0.07905186,0
3656,70,retired,2064,no,no,cellular,oct,1,-1,unknown,0,-0.060296956,0
7749,33,technician,-479,no,no,cellular,aug,1,-1,unknown,0,-0.09925574,0
4117,32,blue-collar,254,yes,no,cellular,nov,3,-1,unknown,0,-0.07742892,1
4164,41,technician,1788,no,no,cellular,aug,1,-1,unknown,0,-0.09958908,0
4878,59,services,-22,yes,no,unknown,may,3,-1,unknown,0,-0.06105256,1
5499,50,blue-collar,888,no,yes,telephone,jul,3,-1,unknown,0,-0.011887378,0
7611,33,technician,0,no,no,cellular,apr,2,-1,unknown,0,-0.099414684,1
6993,71,technician,383,no,no,cellular,apr,3,-1,unknown,0,-0.07907722,1
4460,36,blue-collar,928,no,no,cellular,apr,3,-1,unknown,0,-0.08522361,0
6312,30,management,398,no,no,cellular,apr,1,6,success,0,-0.049497087,1
1408,57,retired,-12,no,yes,cellular,aug,8,-1,unknown,0,-0.044165093,0
3751,73,retired,934,no,no,cellular,sep,5,-1,unknown,0,-0.06968065,1
2796,50,housemaid,388,no,no,cellular,sep,2,99,failure,0,-0.02727421,1
3423,63,retired,2193,no,no,telephone,apr,4,-1,unknown,0,-0.018017089,1
2445,60,retired,0,yes,no,unknown,may,4,-1,unknown,0,-0.061278984,0
3804,47,services,1315,no,no,cellular,nov,4,-1,unknown,0,-0.07879907,1
4874,36,blue-collar,1925,yes,no,cellular,apr,2,-1,unknown,0,-0.08871868,1
7646,32,technician,484,yes,no,cellular,feb,6,187,success,0,-0.023253169,1
6927,44,services,0,yes,no,unknown,may,1,-1,unknown,0,-0.088719785,0
6343,35,admin,286,no,no,cellular,apr,2,-1,unknown,0,-0.09658414,1
6644,36,blue-collar,0,no,no,unknown,jun,1,-1,unknown,0,-0.05770837,0
2184,71,retired,2850,no,no,cellular,feb,1,-1,unknown,0,-0.09037544,1
2511,48,management,427,no,no,cellular,nov,1,-1,unknown,0,-0.09155061,0
1792,36,management,-92,no,yes,cellular,nov,3,-1,unknown,0,-0.06157329,0
6469,30,technician,9645,no,yes,cellular,aug,10,-1,unknown,0,-0.041505013,0
6687,21,unemployed,1333,no,no,cellular,feb,1,-1,unknown,0,-0.082653016,0
3692,28,student,196,no,no,cellular,jul,3,-1,unknown,0,-0.054311726,1
2444,38,management,1199,no,no,cellular,aug,1,1,success,0,-0.058055405,1
5779,31,management,1384,yes,no,cellular,jan,2,2,other,0,-0.011840128,0
7668,68,retired,0,no,no,cellular,jun,1,-1,unknown,0,-0.06709405,1
1042,30,admin,127,yes,no,cellular,may,6,368,other,0,-0.004956705,0
5610,49,entrepreneur,687,yes,no,cellular,apr,1,-1,unknown,0,-0.07593194,1
2208,38,student,64,no,no,cellular,aug,1,-1,unknown,0,-0.07041115,0
1139,35,admin,76,no,yes,unknown,jun,1,-1,unknown,0,-0.036876827,0
2416,30,admin,590,no,no,cellular,aug,3,-1,unknown,0,-0.08990465,0
4224,55,services,2944,no,no,cellular,aug,6,-1,unknown,0,-0.07221802,1
4333,32,management,17,no,no,cellular,aug,4,-1,unknown,0,-0.103610076,0
5690,49,technician,1807,yes,no,cellular,jun,1,82,success,0,-0.030727746,0
7209,33,management,336,no,no,cellular,apr,3,-1,unknown,0,-0.09527727,1
972,48,technician,479,no,no,unknown,may,5,-1,unknown,0,-0.071329735,0
7754,38,management,1637,no,yes,cellular,aug,1,-1,unknown,0,-0.07492215,0
3082,37,management,0,no,no,cellular,jul,2,182,success,0,-0.0482433,1
6381,46,management,1600,yes,yes,cellular,aug,1,-1,unknown,0,-0.056153845,1
7416,39,management,494,no,no,cellular,mar,2,478,failure,0,-0.01954694,1
1096,49,services,0,no,no,cellular,jul,2,-1,unknown,0,-0.09260258,1
986,34,admin,67,yes,no,unknown,may,1,-1,unknown,0,-0.09605787,0
685,31,technician,1166,yes,no,unknown,jun,1,-1,unknown,0,-0.062123872,0
5337,26,technician,44,no,no,cellular,oct,1,-1,unknown,0,-0.07335765,1
4124,56,retired,9367,no,no,telephone,nov,2,92,success,1,0.04330783,1
2304,26,admin,274,no,no,cellular,apr,3,-1,unknown,0,-0.09134814,1
2524,38,blue-collar,132,yes,no,cellular,may,2,-1,unknown,0,-0.101559624,0
4262,43,admin,378,no,no,cellular,jul,8,-1,unknown,0,-0.0869352,1
4658,35,admin,-32,no,yes,cellular,feb,4,182,failure,0,-0.00410621,1
7113,32,management,26,no,no,cellular,aug,6,-1,unknown,0,-0.09906189,0
6243,62,self-employed,6,yes,no,cellular,oct,1,183,success,1,0.010463753,1
6037,20,admin,336,no,yes,cellular,jun,1,-1,unknown,0,-0.052405786,0
399,48,management,313,no,no,cellular,may,1,-1,unknown,0,-0.10301509,0
6522,40,management,0,yes,no,cellular,mar,2,-1,unknown,0,-0.07836588,1
5428,34,admin,-33,yes,yes,cellular,jul,1,-1,unknown,0,-0.06547648,1
2533,50,admin,3608,yes,no,cellular,may,8,182,success,0,-0.0299778,1
4960,55,admin,1633,no,no,cellular,jan,1,192,success,0,-0.035963863,1
4601,34,management,179,yes,no,cellular,nov,1,-1,unknown,0,-0.09059303,0
2125,37,unemployed,7620,no,no,telephone,feb,1,176,failure,1,0.020445773,1
2786,25,blue-collar,543,yes,no,cellular,may,1,-1,unknown,0,-0.09415077,0
4736,35,unknown,634,no,no,cellular,jul,2,-1,unknown,0,-0.08525616,0
3611,56,self-employed,411,no,no,unknown,jun,4,-1,unknown,0,-0.038943525,0
6412,28,self-employed,0,yes,no,cellular,feb,3,196,failure,0,-0.008410148,1
2136,41,blue-collar,3140,yes,no,unknown,may,9,-1,unknown,0,-0.064290464,0
4369,25,technician,139,no,yes,cellular,oct,1,-1,unknown,0,-0.055664238,1
5722,38,blue-collar,0,yes,no,unknown,jun,1,-1,unknown,0,-0.055638086,0
2640,66,housemaid,1230,no,no,cellular,dec,3,-1,unknown,0,-0.033868507,1
3215,42,management,1064,no,no,cellular,aug,2,-1,unknown,0,-0.1095712,0
5090,52,admin,1228,yes,yes,cellular,aug,1,-1,unknown,0,-0.04062881,1
2688,28,admin,330,no,no,cellular,dec,1,188,other,0,-0.006714011,1
7719,56,management,405,no,no,cellular,jul,2,-1,unknown,0,-0.092475794,0
3799,45,blue-collar,2433,no,no,cellular,aug,2,-1,unknown,0,-0.08843344,0
457,34,services,528,yes,no,cellular,sep,3,100,other,0,-0.029064354,1
484,62,retired,2557,yes,no,cellular,nov,1,57,success,0,-0.0056581367,1
2551,52,blue-collar,1405,no,yes,cellular,jul,2,-1,unknown,0,-0.0597046,1
5574,27,management,-713,yes,no,unknown,jun,2,-1,unknown,0,-0.03263259,1
4135,36,services,145,yes,no,cellular,feb,1,252,other,0,-0.031167205,0
477,41,admin,14968,no,no,cellular,jul,4,-1,unknown,0,-0.072230004,1
707,31,management,596,no,no,cellular,aug,4,-1,unknown,0,-0.10389526,0
832,36,technician,12264,no,no,cellular,oct,1,182,success,0,-0.022905106,1
3978,38,technician,381,yes,no,unknown,may,2,-1,unknown,0,-0.088125095,0
3152,34,management,2287,yes,no,unknown,may,4,-1,unknown,0,-0.07024051,1
5425,39,management,1363,no,no,cellular,aug,3,-1,unknown,0,-0.1065243,0
5686,31,blue-collar,-209,yes,no,cellular,may,3,367,failure,0,-0.03746886,0
6309,29,blue-collar,0,no,no,cellular,jul,1,-1,unknown,0,-0.08885693,0
419,24,admin,1295,no,no,cellular,apr,1,-1,unknown,0,-0.0967644,1
6007,30,technician,455,yes,no,cellular,nov,1,-1,unknown,0,-0.07381585,1
470,50,management,2050,no,no,cellular,aug,3,-1,unknown,0,-0.10143414,0
4537,54,technician,0,no,no,telephone,aug,2,106,success,1,0.016004868,0
1798,57,management,10583,no,no,cellular,sep,3,98,success,0,-0.013556823,1
6555,45,admin,1206,no,no,telephone,feb,1,446,failure,1,0.04065669,1
4031,26,management,800,yes,no,cellular,jan,2,-1,unknown,0,-0.06794391,0
1599,30,management,4328,no,no,cellular,apr,3,189,other,0,-0.034594085,1
1935,46,entrepreneur,3317,no,no,cellular,nov,2,-1,unknown,0,-0.05922853,0
7792,72,retired,1129,no,no,cellular,aug,1,-1,unknown,0,-0.08115714,1
5691,34,technician,66,no,yes,cellular,feb,1,170,failure,0,-0.022209335,0
7285,46,blue-collar,-388,yes,yes,cellular,jul,1,-1,unknown,0,-0.052321415,0
1032,32,management,2458,yes,no,cellular,may,2,-1,unknown,0,-0.09903022,0
1840,54,unknown,390,no,no,cellular,aug,5,-1,unknown,0,-0.07090348,0
218,31,technician,200,no,no,cellular,aug,2,-1,unknown,0,-0.101660416,0
1900,40,services,471,yes,no,cellular,jul,4,-1,unknown,0,-0.088584036,1
4424,35,technician,25,no,no,cellular,aug,2,-1,unknown,0,-0.10334421,0
1787,32,self-employed,1942,yes,no,unknown,may,9,-1,unknown,0,-0.02019388,0
1361,57,technician,1753,yes,no,cellular,may,1,-1,unknown,0,-0.08754309,0
1549,70,retired,0,no,no,cellular,sep,1,-1,unknown,0,-0.07687899,1
