,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,deposit
7302,30,management,3384,no,no,cellular,jun,2,-1,other,single,tertiary,no,4,578,0,1
3826,35,management,592,no,yes,unknown,may,1,-1,other,single,tertiary,no,14,192,0,0
7207,47,blue-collar,292,no,no,cellular,feb,1,-1,other,married,secondary,no,10,277,0,1
1715,36,technician,-487,yes,no,cellular,apr,1,-1,other,single,secondary,yes,17,1080,0,1
4337,42,admin,1451,yes,no,cellular,may,4,-1,other,single,secondary,no,4,251,0,1
331,27,technician,21,yes,no,cellular,may,1,356,failure,divorced,secondary,no,18,336,1,0
2938,40,blue-collar,0,yes,no,unknown,may,2,-1,other,married,secondary,no,16,167,0,0
5067,45,technician,441,yes,no,cellular,feb,1,-1,other,divorced,secondary,no,2,535,0,0
5195,37,management,565,no,no,cellular,aug,1,93,failure,married,secondary,no,6,174,3,1
7253,61,admin,1332,no,no,cellular,mar,1,-1,other,married,tertiary,no,12,156,0,1
5331,36,management,1989,no,no,unknown,jun,2,-1,other,married,secondary,no,17,344,0,0
3588,46,management,2904,yes,no,unknown,may,2,-1,other,single,tertiary,no,30,984,0,1
294,32,technician,1279,yes,no,unknown,jun,3,-1,other,single,secondary,no,3,1173,0,1
5150,32,technician,211,yes,yes,unknown,may,4,-1,other,divorced,secondary,no,29,230,0,0
5372,33,services,22,yes,no,unknown,may,1,-1,other,married,secondary,no,5,71,0,0
6768,51,technician,564,no,yes,cellular,jul,2,-1,other,married,secondary,no,8,187,0,0
7474,29,technician,328,yes,yes,cellular,feb,1,-1,other,divorced,secondary,no,4,25,0,0
6204,40,management,106,no,no,unknown,jun,2,-1,other,married,secondary,no,17,676,0,1
7696,46,admin,-42,no,yes,telephone,jul,12,-1,other,married,secondary,no,28,181,0,0
514,51,admin,176,no,no,cellular,jan,1,183,failure,married,secondary,no,28,214,2,0
321,45,management,623,no,no,cellular,sep,3,-1,other,married,tertiary,no,9,405,0,0
5519,54,technician,136,no,yes,cellular,jul,4,-1,other,divorced,secondary,no,10,151,0,0
2948,35,admin,0,no,no,cellular,jul,11,-1,other,married,secondary,no,7,78,0,0
3448,47,admin,3480,no,no,cellular,apr,1,-1,other,married,secondary,no,16,443,0,1
4544,36,management,-508,yes,no,cellular,apr,2,-1,other,single,tertiary,yes,17,832,0,0
734,36,admin,1224,yes,no,cellular,nov,1,374,success,divorced,secondary,no,12,482,1,1
5088,48,management,1167,yes,yes,cellular,jan,4,50,other,married,tertiary,no,26,122,4,0
456,32,management,131,yes,yes,cellular,jul,2,-1,other,single,secondary,no,23,1152,0,1
200,31,management,3340,no,no,cellular,sep,2,469,success,single,tertiary,no,15,213,3,1
5550,44,admin,10905,no,no,cellular,aug,2,271,other,married,secondary,no,19,240,1,1
5057,42,unemployed,325,yes,no,unknown,may,4,-1,other,divorced,secondary,no,28,97,0,0
5222,24,blue-collar,833,yes,no,cellular,may,1,-1,other,single,secondary,no,15,956,0,1
7406,40,blue-collar,1954,no,no,cellular,jul,2,-1,other,married,secondary,no,31,1107,0,1
1247,47,technician,236,no,no,cellular,aug,4,-1,other,divorced,secondary,no,18,263,0,0
5874,29,blue-collar,508,yes,yes,unknown,jun,5,-1,other,married,secondary,no,19,262,0,0
6034,27,technician,393,no,no,cellular,apr,2,-1,other,single,tertiary,no,1,165,0,1
3116,51,management,469,no,no,cellular,oct,1,182,success,married,tertiary,no,14,491,3,1
3996,50,blue-collar,907,no,yes,cellular,jul,1,-1,other,married,secondary,no,16,68,0,0
6031,26,technician,855,yes,no,unknown,may,2,-1,other,single,secondary,no,28,87,0,0
535,37,services,465,yes,no,cellular,may,3,-1,other,single,secondary,no,18,899,0,1
1546,45,management,1,no,no,cellular,aug,2,-1,other,divorced,tertiary,no,6,490,0,1
6742,40,admin,985,yes,no,cellular,jun,3,50,failure,single,secondary,no,4,592,8,1
4517,38,technician,206,no,no,cellular,apr,2,-1,other,married,tertiary,no,8,350,0,1
4141,53,unemployed,732,no,no,cellular,oct,2,-1,other,married,primary,no,27,759,0,1
112,37,services,4151,yes,yes,cellular,jul,4,-1,other,married,secondary,no,30,543,0,1
6420,32,blue-collar,5252,yes,no,unknown,may,2,-1,other,single,secondary,no,21,1162,0,0
2860,31,blue-collar,1406,yes,yes,cellular,apr,2,-1,other,married,secondary,no,13,1091,0,1
4953,43,management,136,no,no,cellular,aug,2,-1,other,married,tertiary,no,6,120,0,0
4982,27,services,-238,no,no,cellular,jul,4,-1,other,married,primary,yes,14,132,0,0
5565,81,unemployed,243,no,no,cellular,oct,1,-1,other,married,primary,no,27,131,0,1
3887,27,technician,2183,yes,yes,unknown,may,1,-1,other,married,secondary,no,21,857,0,1
4968,31,management,354,no,no,cellular,apr,2,-1,other,single,tertiary,no,21,242,0,1
2430,37,blue-collar,157,yes,no,unknown,may,8,-1,other,married,primary,no,30,833,0,0
467,40,entrepreneur,-164,no,no,cellular,may,1,-1,other,married,tertiary,no,7,87,0,0
5498,36,technician,12,no,no,cellular,aug,2,-1,other,single,secondary,yes,12,587,0,1
4309,34,blue-collar,383,yes,no,unknown,may,1,-1,other,divorced,secondary,no,13,2231,0,1
2568,41,services,205,yes,no,unknown,may,1,-1,other,married,secondary,no,8,91,0,0
7148,42,technician,2625,no,no,cellular,jul,2,-1,other,single,tertiary,no,29,2516,0,1
6691,31,entrepreneur,379,yes,no,cellular,jul,2,-1,other,single,secondary,no,18,570,0,0
5960,30,management,1942,yes,yes,cellular,nov,2,178,other,married,tertiary,no,21,436,3,1
1252,40,management,0,no,no,cellular,jul,8,-1,other,married,tertiary,no,14,109,0,0
5825,55,entrepreneur,27624,no,no,telephone,jun,1,-1,other,married,secondary,no,3,437,0,1
3793,53,admin,849,yes,no,cellular,feb,3,-1,other,married,secondary,no,6,3102,0,1
3853,32,technician,1307,yes,no,unknown,may,2,-1,other,single,secondary,no,28,267,0,0
5123,63,unemployed,2896,no,no,cellular,mar,2,-1,other,married,secondary,no,4,180,0,1
5805,29,blue-collar,111,yes,no,cellular,may,11,-1,other,married,primary,no,6,14,0,0
4905,54,self-employed,0,no,yes,telephone,jul,2,-1,other,married,primary,no,9,130,0,0
4673,28,technician,113,no,no,cellular,aug,3,105,failure,single,secondary,no,13,204,1,1
676,53,technician,195,yes,no,cellular,may,1,90,success,married,secondary,no,19,472,6,1
4549,47,technician,335,no,no,cellular,may,1,76,success,married,secondary,no,4,417,1,1
2907,40,management,917,yes,no,unknown,may,1,-1,other,married,tertiary,no,20,292,0,0
191,37,management,0,no,no,cellular,jan,2,196,other,married,tertiary,no,15,426,1,1
5854,48,blue-collar,3304,no,no,unknown,jun,3,-1,other,married,primary,no,11,409,0,0
3154,56,management,0,no,no,cellular,nov,2,-1,other,married,tertiary,no,19,844,0,0
7361,27,blue-collar,0,yes,no,cellular,jul,6,-1,other,married,secondary,no,17,444,0,0
2470,31,unemployed,64,no,no,cellular,jun,2,-1,other,single,tertiary,no,2,261,0,1
6115,56,blue-collar,1187,yes,no,cellular,feb,2,-1,other,single,secondary,no,5,47,0,0
6828,36,services,3740,yes,no,cellular,apr,1,-1,other,married,secondary,no,7,254,0,0
6428,48,admin,476,no,no,unknown,jun,3,-1,other,married,secondary,no,5,489,0,0
5786,34,management,2159,no,no,unknown,feb,1,-1,other,single,tertiary,no,18,386,0,1
868,45,management,0,yes,no,cellular,may,2,342,failure,married,tertiary,no,5,469,1,0
4803,52,management,335,no,no,cellular,oct,1,182,failure,married,secondary,no,21,411,1,1
5246,29,blue-collar,2891,yes,no,cellular,may,1,-1,other,single,secondary,no,7,293,0,0
5451,56,unemployed,1770,no,no,cellular,feb,3,-1,other,divorced,primary,no,5,916,0,0
2483,47,technician,293,no,no,cellular,jun,1,90,success,married,secondary,no,1,251,1,1
2299,42,unemployed,-581,yes,no,cellular,may,1,370,failure,married,primary,yes,13,224,2,0
5188,35,technician,84,yes,yes,cellular,may,1,-1,other,divorced,secondary,no,6,954,0,1
2157,26,management,1646,no,no,cellular,apr,4,206,success,single,tertiary,no,12,524,5,1
135,60,admin,7336,no,no,cellular,mar,1,-1,other,married,secondary,no,31,494,0,0
7547,42,management,976,no,no,cellular,aug,1,-1,other,married,tertiary,no,19,164,0,1
7317,24,management,86,no,no,unknown,jun,2,-1,other,single,secondary,no,2,1075,0,0
7502,47,blue-collar,4709,no,no,cellular,aug,4,-1,other,married,secondary,no,22,78,0,0
856,42,blue-collar,-67,yes,no,unknown,may,1,-1,other,married,primary,no,9,128,0,0
3442,41,management,4567,yes,yes,cellular,jul,1,-1,other,divorced,tertiary,no,16,106,0,0
7056,57,management,854,no,no,cellular,oct,1,40,success,divorced,unknown,no,6,480,5,1
681,29,admin,0,yes,no,unknown,may,1,-1,other,married,secondary,no,9,121,0,0
1327,38,entrepreneur,0,no,no,cellular,jul,2,-1,other,married,tertiary,no,23,532,0,1
3635,23,technician,1587,yes,yes,cellular,may,2,-1,other,single,secondary,no,14,502,0,0
500,47,services,311,yes,yes,cellular,may,1,301,failure,married,secondary,no,12,238,3,0
6258,39,technician,10685,yes,no,cellular,jul,9,-1,other,married,secondary,no,25,1369,0,1
6372,49,self-employed,503,yes,no,cellular,feb,4,200,failure,married,tertiary,no,6,310,1,0
6695,48,blue-collar,343,no,no,unknown,jun,1,-1,other,married,primary,no,19,136,0,0
6033,47,blue-collar,2548,yes,no,cellular,may,1,368,other,married,secondary,no,11,577,1,0
3121,28,unemployed,0,no,no,cellular,feb,20,-1,other,single,secondary,no,18,209,0,1
2446,46,blue-collar,219,yes,no,cellular,nov,1,-1,other,divorced,primary,no,21,729,0,1
6494,26,unemployed,198,no,no,cellular,feb,1,-1,other,single,unknown,no,5,161,0,0
6558,36,blue-collar,1797,yes,yes,cellular,nov,1,181,failure,married,secondary,no,17,166,2,0
6222,32,technician,3271,no,no,cellular,feb,1,374,other,married,secondary,no,12,375,1,1
2712,35,technician,1001,no,yes,cellular,jul,2,-1,other,single,secondary,no,24,178,0,0
4717,35,technician,3490,yes,no,cellular,aug,2,-1,other,single,secondary,no,29,643,0,1
2033,36,blue-collar,136,yes,no,unknown,jun,2,-1,other,married,secondary,no,4,38,0,0
5465,26,services,199,no,no,cellular,jul,6,-1,other,married,secondary,no,24,139,0,0
1457,42,management,7702,no,no,cellular,feb,2,-1,other,divorced,unknown,no,16,138,0,1
2861,60,unemployed,8121,yes,yes,cellular,aug,7,-1,other,married,secondary,no,18,98,0,0
4967,40,blue-collar,973,no,no,cellular,may,1,-1,other,divorced,secondary,no,14,449,0,1
2029,66,unemployed,203,no,no,cellular,jul,1,-1,other,married,secondary,no,7,376,0,1
5280,61,unemployed,1058,no,no,cellular,jul,2,91,success,married,secondary,no,27,218,3,1
6804,42,technician,1533,no,yes,cellular,aug,1,-1,other,divorced,secondary,no,5,86,0,0
7138,37,blue-collar,178,yes,yes,unknown,jun,1,-1,other,married,primary,no,9,72,0,0
2827,40,unemployed,1908,yes,no,cellular,feb,2,-1,other,married,primary,no,5,1661,0,1
1998,41,management,0,no,no,cellular,aug,5,-1,other,married,tertiary,no,11,1242,0,1
3721,30,management,552,yes,no,cellular,aug,2,-1,other,single,tertiary,no,5,648,0,0
6224,31,blue-collar,4415,yes,no,unknown,jun,1,-1,other,single,secondary,no,2,329,0,0
2088,48,admin,-30,yes,no,cellular,may,1,-1,other,married,secondary,no,7,133,0,0
106,25,management,2228,yes,no,cellular,jul,1,-1,other,married,secondary,no,23,754,0,1
2739,51,management,4917,no,no,cellular,apr,1,-1,other,married,tertiary,no,23,113,0,1
3515,46,technician,57,no,no,unknown,may,1,-1,other,married,secondary,no,28,796,0,1
5604,45,admin,3006,no,no,cellular,apr,2,-1,other,married,secondary,no,29,388,0,1
5746,38,technician,202,no,no,cellular,aug,2,-1,other,married,tertiary,no,5,1311,0,1
7684,49,blue-collar,90,yes,no,unknown,may,1,-1,other,married,secondary,no,7,127,0,0
427,59,blue-collar,229,yes,yes,unknown,may,1,-1,other,married,primary,no,7,19,0,0
5682,37,technician,6101,no,no,cellular,feb,1,-1,other,single,tertiary,no,6,141,0,1
3484,33,management,0,yes,no,cellular,mar,1,326,success,married,tertiary,no,9,305,1,1
5293,33,technician,390,no,no,cellular,aug,2,-1,other,married,secondary,no,13,460,0,0
6453,24,unemployed,1809,no,no,cellular,oct,1,95,success,single,secondary,no,11,165,2,1
2266,27,technician,643,no,no,cellular,jul,1,-1,other,single,secondary,no,13,317,0,1
2869,27,unemployed,3733,yes,no,telephone,feb,6,-1,other,single,tertiary,no,13,299,0,1
6364,31,unemployed,582,yes,no,cellular,jun,2,-1,other,single,secondary,no,5,548,0,1
6275,49,technician,80,no,no,cellular,jul,1,-1,other,married,tertiary,no,17,123,0,0
6936,32,management,937,no,no,cellular,aug,1,94,failure,married,tertiary,no,28,90,2,0
6662,37,blue-collar,-57,yes,yes,cellular,may,5,-1,other,married,secondary,no,7,55,0,0
4688,61,technician,1191,no,no,cellular,may,4,-1,other,married,secondary,no,21,214,0,1
4919,33,services,2881,no,no,cellular,may,1,328,success,single,secondary,no,26,289,1,1
3914,37,unemployed,0,no,no,cellular,mar,1,-1,other,single,tertiary,no,3,426,0,1
1427,28,technician,558,yes,no,cellular,may,1,-1,other,single,tertiary,no,15,300,0,0
667,31,management,537,yes,no,cellular,aug,1,-1,other,married,tertiary,no,18,216,0,1
6101,31,blue-collar,152,yes,yes,cellular,jul,1,-1,other,married,secondary,no,8,831,0,1
4490,55,admin,865,yes,no,cellular,jul,1,82,failure,married,secondary,no,8,105,2,0
1197,19,unemployed,372,no,no,telephone,jul,3,-1,other,single,secondary,no,8,444,0,1
4988,38,services,-349,yes,no,cellular,apr,2,328,failure,married,secondary,no,20,111,5,0
3129,20,unemployed,215,no,no,cellular,nov,1,95,success,single,secondary,no,24,325,5,1
2535,40,technician,2338,no,no,cellular,oct,2,-1,other,married,secondary,no,16,717,0,1
4598,55,management,568,no,no,cellular,aug,10,-1,other,married,tertiary,no,12,940,0,1
2176,41,blue-collar,1461,yes,no,unknown,jun,2,-1,other,married,primary,no,6,554,0,1
3315,34,technician,85,yes,no,unknown,may,4,-1,other,single,secondary,no,20,1182,0,1
6145,30,management,533,no,no,cellular,may,4,-1,other,single,tertiary,no,4,365,0,1
4380,39,technician,25,yes,no,cellular,dec,1,210,success,single,tertiary,no,28,315,2,1
6018,34,blue-collar,3986,yes,no,cellular,apr,2,-1,other,married,primary,no,17,345,0,0
1626,46,blue-collar,922,yes,no,telephone,nov,2,-1,other,married,secondary,no,18,296,0,0
5925,26,blue-collar,0,yes,no,unknown,may,3,-1,other,divorced,secondary,no,19,48,0,0
3780,28,technician,3623,no,no,cellular,mar,1,-1,other,single,tertiary,no,10,261,0,1
6413,46,admin,5511,no,no,cellular,jul,2,389,success,married,unknown,no,26,414,1,1
1896,28,services,198,no,no,cellular,feb,2,-1,other,single,primary,no,4,976,0,1
7267,55,technician,276,yes,no,unknown,may,1,-1,other,married,secondary,no,12,486,0,0
240,69,unemployed,324,no,no,cellular,feb,4,-1,other,married,primary,no,4,136,0,1
6658,29,unemployed,314,no,no,cellular,dec,2,116,failure,single,secondary,no,7,415,4,1
4830,34,blue-collar,1125,yes,yes,cellular,nov,2,-1,other,divorced,secondary,no,19,141,0,0
6212,51,management,-321,no,no,cellular,feb,2,9,other,married,tertiary,no,6,470,2,0
122,30,blue-collar,1131,yes,yes,cellular,nov,1,144,failure,married,secondary,no,18,189,5,0
616,57,unemployed,91,no,yes,unknown,jul,3,-1,other,married,secondary,no,3,256,0,0
5459,60,blue-collar,1262,yes,yes,unknown,may,1,-1,other,married,primary,no,13,1015,0,1
6520,27,admin,2855,no,no,cellular,jan,1,301,failure,married,tertiary,no,25,240,3,1
6138,42,services,0,no,yes,cellular,jul,2,-1,other,married,primary,no,11,83,0,0
6262,74,unemployed,1714,no,no,telephone,feb,1,-1,other,married,secondary,no,17,127,0,1
1342,26,self-employed,2857,no,no,cellular,jul,1,-1,other,single,tertiary,no,3,446,0,1
5939,40,unemployed,1734,yes,no,unknown,jun,4,-1,other,single,secondary,no,3,123,0,0
4054,35,technician,1473,yes,no,unknown,may,3,-1,other,married,tertiary,no,12,84,0,0
3640,41,blue-collar,0,no,no,unknown,jun,2,-1,other,married,secondary,no,5,85,0,0
3801,31,self-employed,84,no,no,cellular,aug,4,-1,other,single,tertiary,no,6,157,0,0
3370,34,technician,0,yes,no,cellular,apr,2,-1,other,single,tertiary,no,17,158,0,0
2811,47,blue-collar,3630,yes,no,unknown,may,4,-1,other,married,secondary,no,14,133,0,0
1567,34,technician,294,yes,no,cellular,jun,3,-1,other,married,secondary,no,8,301,0,1
7584,40,management,1598,yes,yes,cellular,may,4,344,failure,married,tertiary,no,6,1074,3,1
2901,43,self-employed,3173,no,no,unknown,may,1,-1,other,single,unknown,no,15,746,0,1
1453,50,unemployed,588,no,no,cellular,jul,3,-1,other,single,secondary,no,31,649,0,0
6674,44,management,2422,yes,no,cellular,apr,2,269,failure,divorced,tertiary,no,16,399,2,0
442,53,admin,1796,no,no,telephone,mar,1,91,success,married,secondary,no,16,295,2,1
6245,63,services,2,no,no,cellular,feb,2,93,success,married,secondary,no,4,45,1,0
3877,31,management,2384,yes,no,cellular,apr,2,-1,other,single,tertiary,no,14,608,0,0
397,31,blue-collar,0,yes,no,unknown,aug,1,782,other,married,secondary,no,10,97,1,1
310,36,blue-collar,409,yes,no,unknown,jun,3,-1,other,married,primary,no,11,81,0,0
7169,39,services,207,no,no,unknown,jun,2,-1,other,married,secondary,no,6,78,0,0
825,29,management,265,no,no,cellular,aug,2,94,success,single,tertiary,no,24,130,1,1
1642,28,admin,707,yes,no,cellular,may,1,-1,other,single,secondary,no,25,226,0,1
2840,28,admin,1104,yes,no,cellular,jul,7,-1,other,single,tertiary,no,28,73,0,0
7390,30,blue-collar,103,yes,no,cellular,apr,2,317,other,single,secondary,no,17,2053,1,0
5229,57,blue-collar,0,no,no,unknown,jun,2,-1,other,married,primary,no,9,73,0,0
4055,29,unemployed,25,no,no,cellular,apr,2,-1,other,single,secondary,no,14,207,0,1
2818,43,technician,4056,no,no,cellular,may,6,89,failure,married,secondary,no,4,13,2,0
3499,31,unemployed,3,no,no,cellular,jul,2,-1,other,married,secondary,no,20,91,0,0
4846,27,blue-collar,3792,no,no,cellular,oct,1,183,success,single,secondary,no,22,504,2,1
2771,24,blue-collar,272,no,no,cellular,nov,2,94,success,married,secondary,no,16,105,2,1
7680,66,services,1929,no,no,cellular,feb,1,-1,other,married,secondary,no,2,169,0,0
4040,85,unemployed,7613,no,no,cellular,feb,3,-1,other,divorced,primary,no,18,355,0,1
2476,36,technician,4596,yes,no,cellular,apr,2,-1,other,married,tertiary,no,16,901,0,1
858,56,management,442,no,no,unknown,may,3,-1,other,divorced,tertiary,no,28,77,0,0
5563,32,management,222,no,yes,cellular,jul,4,-1,other,divorced,tertiary,no,15,820,0,1
3582,38,management,1187,yes,yes,cellular,feb,1,-1,other,married,tertiary,no,2,157,0,0
1081,41,entrepreneur,8491,yes,no,cellular,nov,1,-1,other,married,secondary,no,18,929,0,1
6314,55,unemployed,1157,no,no,cellular,jul,1,412,failure,married,secondary,no,12,289,2,0
801,45,management,644,yes,no,cellular,nov,1,168,success,divorced,secondary,no,19,418,1,1
7385,37,services,608,no,no,cellular,may,3,-1,other,single,secondary,no,14,380,0,0
1254,33,management,2364,no,no,cellular,may,1,-1,other,single,tertiary,no,17,508,0,1
1074,46,management,461,no,no,cellular,dec,2,-1,other,divorced,tertiary,no,30,369,0,1
1040,56,unemployed,1894,yes,no,unknown,may,1,-1,other,married,secondary,no,15,189,0,0
2507,33,admin,616,no,no,cellular,sep,3,-1,other,married,secondary,no,6,250,0,1
2406,21,management,243,no,yes,cellular,jun,2,-1,other,single,tertiary,no,17,181,0,0
85,25,unemployed,469,no,no,cellular,aug,1,86,other,single,secondary,no,21,273,1,1
398,29,management,2531,no,no,cellular,aug,1,-1,other,single,tertiary,no,19,634,0,1
6090,46,services,273,no,no,cellular,aug,2,-1,other,married,secondary,no,22,565,0,1
6097,29,blue-collar,940,yes,yes,cellular,may,1,-1,other,married,secondary,no,15,382,0,1
4765,48,management,308,yes,no,cellular,jul,5,-1,other,married,tertiary,no,14,125,0,0
3844,54,admin,602,no,no,cellular,mar,2,-1,other,married,secondary,no,3,143,0,1
7490,33,technician,151,yes,no,cellular,apr,3,236,failure,single,secondary,no,20,104,6,0
1773,40,management,4025,yes,no,cellular,jul,4,-1,other,married,secondary,no,15,107,0,0
533,30,blue-collar,253,yes,no,cellular,may,1,-1,other,single,primary,no,5,259,0,1
2471,53,unemployed,2269,no,no,cellular,nov,2,150,success,married,tertiary,no,17,1091,1,1
