,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
7239,63,unemployed,2896,no,no,cellular,jul,1,119,success,1
6677,28,unemployed,231,yes,no,cellular,may,1,-1,other,0
7465,54,technician,118,no,no,cellular,apr,1,-1,other,1
2833,37,management,3141,no,no,cellular,may,2,-1,other,1
4154,38,management,427,yes,no,cellular,may,3,169,failure,0
4234,56,technician,146,yes,no,cellular,aug,3,-1,other,1
7634,40,blue-collar,5060,no,no,unknown,nov,1,-1,other,1
7660,34,management,13,yes,no,cellular,jul,3,-1,other,0
6877,55,management,608,yes,no,cellular,may,2,-1,other,0
734,36,admin,1224,yes,no,cellular,nov,1,374,success,1
303,38,blue-collar,1686,yes,no,unknown,jun,28,-1,other,0
7192,37,self-employed,0,no,no,unknown,may,4,-1,other,0
3516,29,technician,5763,no,yes,cellular,jun,2,92,success,0
7165,43,blue-collar,2160,no,no,cellular,sep,1,98,success,1
7014,54,services,171,no,yes,cellular,jul,8,-1,other,0
2292,35,unemployed,127,yes,no,telephone,nov,1,-1,other,1
5378,68,unemployed,1146,no,no,cellular,mar,2,110,success,1
1529,55,services,606,no,yes,cellular,nov,2,-1,other,0
1744,33,admin,315,yes,yes,cellular,may,3,-1,other,1
4235,32,blue-collar,3014,yes,no,cellular,may,2,-1,other,0
7676,32,management,3696,no,no,unknown,may,3,-1,other,0
5160,30,technician,-754,yes,yes,unknown,may,1,-1,other,0
1063,80,unemployed,1861,no,no,telephone,apr,2,-1,other,0
5565,81,unemployed,243,no,no,cellular,oct,1,-1,other,1
5417,27,services,221,no,yes,cellular,jul,1,-1,other,0
6300,31,blue-collar,605,yes,no,unknown,may,10,-1,other,0
7760,45,technician,2657,no,no,cellular,aug,3,-1,other,1
4141,53,unemployed,732,no,no,cellular,oct,2,-1,other,1
6111,36,services,52,yes,no,cellular,mar,2,179,success,1
2186,80,unemployed,1468,no,no,cellular,jan,3,-1,other,1
4307,45,admin,524,yes,no,cellular,jul,1,-1,other,1
351,24,blue-collar,-203,yes,no,unknown,jun,3,-1,other,1
5247,41,technician,1270,yes,no,unknown,may,1,-1,other,1
2005,30,management,398,no,no,cellular,oct,1,180,success,1
447,33,technician,133,no,no,cellular,nov,2,192,success,1
1688,41,management,3016,yes,no,cellular,jul,3,-1,other,0
1425,32,technician,945,no,no,cellular,may,3,-1,other,0
596,31,technician,967,no,no,cellular,nov,3,-1,other,0
3287,28,self-employed,1579,no,no,cellular,oct,3,-1,other,0
533,30,blue-collar,253,yes,no,cellular,may,1,-1,other,1
6136,44,blue-collar,579,yes,no,unknown,may,2,-1,other,0
7050,31,technician,433,no,no,cellular,aug,2,-1,other,0
4847,34,unemployed,2321,no,no,cellular,nov,2,99,failure,0
2376,32,admin,272,yes,no,cellular,oct,2,-1,other,0
1749,34,technician,-259,yes,no,unknown,may,2,-1,other,0
3895,46,blue-collar,781,no,no,unknown,may,1,-1,other,0
2095,32,technician,116,yes,no,cellular,aug,2,-1,other,1
1970,60,unemployed,514,no,no,cellular,mar,1,124,other,1
939,37,management,156,no,no,cellular,nov,3,-1,other,1
7762,51,blue-collar,7816,yes,no,unknown,may,2,-1,other,0
807,28,admin,1277,no,no,cellular,mar,1,-1,other,1
0,55,admin,1662,no,no,cellular,jun,2,-1,other,1
3504,41,entrepreneur,353,no,no,cellular,nov,2,-1,other,0
649,54,technician,719,yes,no,cellular,feb,1,264,failure,0
264,32,technician,473,no,yes,cellular,may,3,-1,other,1
4669,30,services,1599,no,no,cellular,feb,2,-1,other,1
2083,30,blue-collar,0,yes,yes,cellular,jul,1,-1,other,1
6458,57,unemployed,3754,no,no,cellular,feb,2,-1,other,1
1887,36,admin,-811,yes,no,cellular,may,2,-1,other,1
5442,29,blue-collar,3310,no,no,cellular,sep,1,91,failure,0
1222,69,technician,482,no,no,cellular,jul,1,267,failure,1
1581,49,technician,229,no,no,cellular,aug,2,-1,other,0
3815,33,blue-collar,557,yes,no,cellular,apr,2,331,failure,0
1165,25,blue-collar,1857,yes,no,cellular,oct,1,91,success,1
4434,27,technician,1075,no,no,cellular,mar,1,-1,other,1
6581,40,management,16,no,yes,cellular,feb,4,-1,other,0
1052,52,management,4,no,yes,cellular,jul,9,-1,other,0
3819,35,technician,703,no,no,cellular,apr,1,-1,other,0
3382,23,services,93,yes,no,cellular,may,3,-1,other,0
1011,45,blue-collar,101,yes,no,unknown,may,5,-1,other,1
4788,49,blue-collar,30,yes,no,unknown,may,4,-1,other,0
1515,23,admin,1104,yes,no,unknown,may,2,-1,other,0
4839,29,management,16,yes,no,cellular,jul,6,-1,other,0
6930,39,management,76,no,no,cellular,sep,1,183,success,1
7117,31,blue-collar,604,yes,no,cellular,nov,2,-1,other,0
2686,55,management,19,yes,no,unknown,may,3,-1,other,0
7492,25,services,0,yes,no,cellular,jul,9,-1,other,1
3640,41,blue-collar,0,no,no,unknown,jun,2,-1,other,0
6148,38,management,1101,yes,no,telephone,nov,1,-1,other,0
4519,32,blue-collar,258,yes,no,cellular,may,2,-1,other,0
3657,48,services,127,no,no,cellular,jul,1,-1,other,0
7595,31,management,12857,yes,no,cellular,feb,1,92,success,1
7198,50,management,1165,no,no,cellular,jul,1,-1,other,1
6800,46,blue-collar,1144,yes,no,cellular,feb,2,129,other,1
3522,35,entrepreneur,1416,yes,no,cellular,may,1,169,other,0
2712,35,technician,1001,no,yes,cellular,jul,2,-1,other,0
1392,34,admin,79,yes,no,cellular,jul,3,-1,other,0
4702,59,unemployed,422,yes,no,cellular,may,4,-1,other,1
5668,45,blue-collar,521,yes,no,unknown,jun,3,-1,other,0
4814,41,entrepreneur,30,no,no,cellular,apr,1,-1,other,1
6784,35,services,1239,yes,no,cellular,may,2,347,failure,0
1439,53,services,2581,no,no,cellular,oct,1,189,failure,1
2231,77,unemployed,3417,no,no,cellular,nov,1,-1,other,1
2391,36,technician,54,yes,no,cellular,aug,3,-1,other,1
2436,27,admin,-97,yes,no,unknown,jun,2,-1,other,1
2042,76,services,1411,no,no,telephone,apr,3,-1,other,1
6421,26,admin,-45,yes,no,unknown,jun,2,-1,other,0
813,42,management,72,yes,no,cellular,apr,2,348,failure,0
6028,25,management,3,yes,yes,cellular,apr,1,-1,other,1
3340,32,services,0,no,no,cellular,aug,12,-1,other,0
155,82,unemployed,211,no,no,telephone,apr,3,-1,other,0
5621,32,self-employed,1214,no,no,cellular,aug,2,-1,other,0
3623,35,admin,557,yes,no,cellular,jun,4,-1,other,0
4366,24,blue-collar,3,yes,no,cellular,may,1,-1,other,0
1344,41,management,3426,no,no,cellular,jun,2,297,failure,1
7131,59,unemployed,1296,no,no,cellular,aug,11,-1,other,0
3234,27,management,390,no,no,cellular,feb,2,104,failure,1
4306,30,technician,925,no,no,cellular,nov,1,-1,other,0
6611,48,technician,0,no,no,unknown,jun,4,-1,other,0
1264,60,unemployed,55,no,no,cellular,jun,1,-1,other,0
1500,34,management,123,no,no,cellular,feb,3,-1,other,1
3449,32,management,354,no,no,cellular,mar,2,133,other,1
3728,25,services,162,yes,no,cellular,sep,2,-1,other,1
1476,31,self-employed,17924,yes,no,cellular,may,1,174,failure,1
2652,31,services,222,yes,no,cellular,may,2,-1,other,0
3578,37,management,1449,no,no,unknown,jun,1,-1,other,0
4936,54,unemployed,22,no,no,unknown,jun,4,-1,other,0
7639,40,blue-collar,87,yes,no,cellular,may,3,-1,other,1
4617,33,management,312,no,no,cellular,aug,1,369,failure,0
3383,29,technician,706,yes,no,cellular,may,1,-1,other,1
2374,38,technician,565,no,no,cellular,aug,2,-1,other,0
4402,31,management,3160,yes,no,cellular,apr,2,-1,other,1
7116,44,admin,777,yes,no,cellular,may,3,350,failure,0
993,32,management,2667,yes,no,cellular,aug,2,-1,other,1
7154,39,management,763,no,no,cellular,feb,1,189,failure,1
4199,38,blue-collar,530,yes,no,cellular,apr,3,-1,other,0
2023,31,unemployed,6,no,no,cellular,jun,4,-1,other,1
3667,25,admin,120,yes,no,unknown,jun,1,-1,other,0
3350,32,admin,555,yes,no,cellular,sep,1,-1,other,1
5327,49,blue-collar,230,no,yes,unknown,jun,1,-1,other,0
2798,38,management,76,yes,no,cellular,apr,2,287,failure,0
6123,32,management,62,yes,no,telephone,nov,1,-1,other,0
7331,52,technician,337,yes,no,cellular,may,1,261,failure,0
4756,63,unemployed,474,no,no,cellular,jan,1,-1,other,1
3366,36,technician,1345,yes,no,cellular,nov,1,172,failure,0
2012,33,management,0,yes,no,cellular,jul,3,-1,other,0
2257,78,unemployed,229,no,no,telephone,oct,1,-1,other,1
4406,34,technician,1279,yes,no,cellular,jul,2,160,other,1
3834,41,blue-collar,2413,no,no,unknown,jun,3,-1,other,0
5470,59,unemployed,20,no,no,cellular,jul,1,-1,other,0
2848,37,blue-collar,194,yes,no,unknown,may,7,-1,other,0
7096,39,entrepreneur,0,no,no,cellular,nov,7,-1,other,0
1457,42,management,7702,no,no,cellular,feb,2,-1,other,1
4348,51,admin,228,yes,no,unknown,may,1,-1,other,0
5977,53,admin,109,no,no,telephone,jun,1,-1,other,1
6574,35,blue-collar,149,yes,no,cellular,apr,3,349,other,1
1415,31,management,0,yes,yes,cellular,may,3,352,failure,0
1267,36,admin,1207,yes,no,cellular,nov,2,-1,other,1
6319,26,admin,710,yes,yes,unknown,jun,2,-1,other,1
6262,74,unemployed,1714,no,no,telephone,feb,1,-1,other,1
6823,32,technician,267,no,no,cellular,may,1,-1,other,0
1420,44,self-employed,680,yes,no,telephone,jul,4,-1,other,0
194,32,technician,1710,yes,no,cellular,may,1,175,other,0
6590,49,services,306,yes,no,cellular,aug,7,-1,other,0
4514,43,technician,994,yes,yes,cellular,may,1,-1,other,0
672,49,entrepreneur,687,no,no,cellular,aug,6,-1,other,0
5876,35,management,82,no,no,cellular,aug,4,-1,other,1
231,27,blue-collar,377,no,no,cellular,feb,2,-1,other,1
5980,41,blue-collar,138,yes,no,cellular,jul,3,-1,other,1
3135,29,technician,510,yes,no,unknown,jun,15,-1,other,0
623,31,admin,97,yes,no,unknown,may,1,-1,other,1
7406,40,blue-collar,1954,no,no,cellular,jul,2,-1,other,1
44,56,management,412,no,no,telephone,nov,6,-1,other,0
1434,43,services,550,yes,no,cellular,may,2,-1,other,0
4014,47,admin,295,yes,no,unknown,jun,2,-1,other,1
1807,64,unemployed,571,yes,no,cellular,apr,2,-1,other,1
529,51,management,-15,no,no,cellular,jul,2,-1,other,0
1541,23,unemployed,486,no,no,cellular,mar,1,-1,other,0
2908,49,technician,1071,no,no,cellular,sep,1,91,success,1
3042,55,management,42,yes,no,telephone,may,2,-1,other,0
1119,39,technician,2118,yes,no,cellular,apr,2,-1,other,0
5076,50,technician,3117,no,no,cellular,nov,2,164,failure,0
6506,40,technician,11766,yes,no,cellular,apr,2,242,failure,1
5948,60,blue-collar,0,no,yes,unknown,jun,1,-1,other,0
5079,31,management,877,no,no,cellular,sep,1,92,success,1
6264,31,admin,3540,yes,no,cellular,nov,1,-1,other,0
6427,32,management,2016,no,no,cellular,apr,1,348,success,1
3683,26,technician,2002,no,no,cellular,jan,1,-1,other,1
7690,55,technician,1199,no,yes,telephone,may,10,-1,other,0
3966,34,management,355,no,no,cellular,aug,3,-1,other,0
4034,34,entrepreneur,0,yes,no,cellular,may,1,183,failure,1
7172,37,admin,869,no,no,cellular,jul,8,-1,other,0
2705,30,management,-250,yes,no,unknown,jun,6,-1,other,0
3317,30,management,119,no,no,cellular,jan,1,-1,other,0
1623,47,blue-collar,125,no,no,cellular,jul,2,-1,other,0
2353,50,entrepreneur,2410,no,no,cellular,nov,1,-1,other,0
1666,32,services,109,yes,no,unknown,jun,13,-1,other,0
7107,38,management,1477,no,no,cellular,sep,3,769,failure,1
1664,34,technician,0,yes,no,cellular,aug,1,470,failure,1
3894,40,technician,3652,yes,no,unknown,may,2,-1,other,1
3767,48,services,7195,no,no,cellular,nov,2,-1,other,1
5501,56,services,444,yes,no,unknown,jun,1,-1,other,0
1391,32,technician,6746,no,no,cellular,nov,1,-1,other,1
3964,32,unemployed,365,yes,no,cellular,jan,3,-1,other,0
5938,34,services,1265,yes,no,unknown,jun,3,-1,other,0
3715,39,entrepreneur,2644,yes,no,unknown,may,1,-1,other,0
6106,38,technician,211,yes,no,cellular,jan,2,-1,other,0
997,33,technician,8,no,no,cellular,aug,2,-1,other,0
2827,40,unemployed,1908,yes,no,cellular,feb,2,-1,other,1
611,46,blue-collar,709,yes,no,cellular,jul,4,-1,other,0
4324,60,technician,-71,yes,yes,cellular,jan,1,-1,other,1
1964,45,admin,204,yes,no,cellular,jun,2,-1,other,1
2952,34,admin,88,yes,no,unknown,may,2,-1,other,0
707,31,management,596,no,no,cellular,aug,4,-1,other,0
4412,56,services,1238,no,no,unknown,jun,1,-1,other,1
5761,37,blue-collar,3884,yes,no,cellular,apr,5,-1,other,0
1831,36,technician,376,no,no,cellular,sep,1,-1,other,1
4707,39,technician,201,no,yes,unknown,jun,4,-1,other,0
4048,29,services,2196,no,no,cellular,aug,1,-1,other,1
2794,31,management,3,yes,yes,cellular,feb,1,-1,other,1
6191,36,blue-collar,0,no,no,cellular,feb,1,244,failure,0
3281,60,services,491,no,no,cellular,aug,4,-1,other,0
6862,41,unemployed,0,no,no,cellular,apr,1,181,success,1
4338,44,unemployed,522,no,no,cellular,apr,1,-1,other,0
5702,43,services,2478,yes,no,cellular,jan,1,230,failure,0
296,29,blue-collar,-565,yes,no,unknown,jun,3,-1,other,0
95,44,technician,250,no,no,telephone,mar,2,-1,other,1
2302,38,technician,4383,no,no,cellular,feb,4,-1,other,1
5358,52,blue-collar,66653,no,no,cellular,aug,3,-1,other,0
1774,48,services,2805,no,yes,cellular,jul,2,-1,other,0
5203,25,management,490,no,no,cellular,sep,1,-1,other,0
6750,52,management,4675,no,no,cellular,feb,3,-1,other,1
5631,43,self-employed,918,yes,no,unknown,may,1,-1,other,0
6573,45,admin,149,yes,no,unknown,may,3,-1,other,1
6392,30,admin,-170,yes,yes,unknown,may,1,-1,other,0
3861,57,admin,6005,yes,no,cellular,may,1,323,failure,1
6778,37,admin,781,no,no,cellular,aug,1,-1,other,0
983,41,technician,-378,yes,no,cellular,feb,1,253,failure,0
1272,48,services,-361,yes,no,cellular,may,3,349,other,1
4636,47,blue-collar,-614,yes,no,unknown,may,2,-1,other,0
2682,44,blue-collar,284,no,no,cellular,feb,4,187,other,0
3798,41,services,365,no,no,cellular,aug,5,-1,other,0
3519,46,management,0,no,no,cellular,aug,5,-1,other,1
5422,33,services,2411,yes,no,cellular,oct,1,161,failure,1
6002,21,unemployed,1506,no,no,cellular,sep,1,-1,other,1
102,33,blue-collar,15341,no,no,cellular,apr,1,334,failure,0
3211,58,admin,879,yes,no,unknown,may,7,-1,other,0
7095,44,self-employed,1070,yes,no,cellular,aug,2,104,success,1
3402,53,technician,395,no,no,cellular,oct,1,148,failure,1
1313,54,services,1213,no,no,cellular,nov,1,-1,other,1
4641,60,blue-collar,14,yes,yes,cellular,may,4,178,failure,0
5484,48,management,-244,yes,no,unknown,may,1,-1,other,0
1246,60,services,352,no,yes,unknown,jun,2,-1,other,0
4382,45,management,6269,yes,no,cellular,jul,2,-1,other,0
6546,35,technician,7050,no,no,cellular,feb,3,187,success,1
4531,46,management,2044,no,no,telephone,feb,1,-1,other,0
4573,57,unemployed,0,yes,yes,unknown,may,1,-1,other,1
906,75,unemployed,2199,no,no,telephone,nov,1,-1,other,0
6855,27,unemployed,5291,no,no,cellular,nov,2,92,failure,1
1297,41,services,241,yes,yes,unknown,jun,1,-1,other,0
5995,28,technician,313,no,no,cellular,feb,2,-1,other,1
6984,42,unemployed,576,no,no,cellular,jun,2,96,success,1
376,31,management,0,no,no,cellular,aug,2,-1,other,0
815,26,admin,2469,no,no,cellular,jul,8,-1,other,0
266,43,management,693,yes,no,unknown,may,3,-1,other,0
2355,29,blue-collar,694,yes,yes,cellular,jul,4,-1,other,1
832,36,technician,12264,no,no,cellular,oct,1,182,success,1
4980,67,unemployed,1443,no,no,cellular,apr,1,-1,other,1
7454,57,admin,0,yes,no,unknown,may,2,-1,other,0
7171,57,unemployed,3783,yes,no,unknown,jun,3,-1,other,0
7162,36,entrepreneur,2700,no,no,cellular,feb,3,-1,other,0
4517,38,technician,206,no,no,cellular,apr,2,-1,other,1
4741,32,technician,540,no,yes,cellular,jan,1,-1,other,1
6588,29,blue-collar,482,no,yes,cellular,jul,3,-1,other,1
5952,39,management,-974,no,yes,cellular,aug,4,-1,other,0
7393,31,blue-collar,369,yes,yes,unknown,may,2,-1,other,0
6072,35,admin,1345,yes,no,cellular,jul,1,-1,other,0
639,46,admin,660,no,no,cellular,aug,2,-1,other,1
1262,43,admin,132,no,no,cellular,may,2,71,success,1
3094,30,blue-collar,0,yes,no,unknown,may,1,-1,other,0
814,23,management,1506,no,no,cellular,mar,4,-1,other,1
7352,36,management,630,no,no,cellular,feb,1,-1,other,1
1629,39,blue-collar,186,yes,no,unknown,may,3,-1,other,0
4102,55,services,366,no,no,cellular,jun,3,57,other,1
3122,54,admin,200,no,no,cellular,jun,1,-1,other,1
5335,32,unemployed,881,no,no,cellular,feb,5,-1,other,0
3626,55,unemployed,387,yes,no,unknown,may,1,-1,other,1
4798,33,management,3143,no,no,cellular,jun,2,-1,other,1
2349,28,blue-collar,1011,yes,no,cellular,apr,3,-1,other,0
987,45,technician,2033,no,no,cellular,jun,5,285,success,1
7644,31,management,50,no,no,cellular,aug,5,-1,other,0
3581,45,unemployed,33,no,no,cellular,feb,1,-1,other,0
5623,35,management,1750,yes,no,cellular,oct,1,175,success,0
2143,28,self-employed,159,no,no,cellular,nov,2,33,success,1
5116,33,admin,920,no,no,cellular,aug,1,105,success,0
3827,52,entrepreneur,-104,no,yes,cellular,jul,1,-1,other,0
6517,38,management,1223,no,no,cellular,aug,5,-1,other,1
5058,36,management,495,no,no,cellular,aug,3,97,success,1
2286,46,technician,0,no,no,cellular,nov,1,167,failure,1
5187,18,unemployed,108,no,no,cellular,feb,1,183,success,1
4587,32,services,1844,yes,yes,cellular,feb,4,201,failure,0
7591,46,technician,1353,no,no,cellular,aug,5,-1,other,1
3801,31,self-employed,84,no,no,cellular,aug,4,-1,other,0
2750,55,unemployed,274,no,no,cellular,feb,5,-1,other,0
2868,34,management,879,yes,no,cellular,apr,1,344,failure,1
2730,32,technician,720,no,no,cellular,aug,4,-1,other,0
4984,41,unemployed,0,no,no,cellular,oct,3,-1,other,1
3444,27,self-employed,10005,yes,no,cellular,apr,3,271,failure,0
756,31,unemployed,3511,no,no,cellular,jul,1,-1,other,1
5014,38,self-employed,605,no,no,telephone,jun,10,-1,other,1
5217,48,unemployed,201,no,no,cellular,feb,2,92,success,1
5632,78,unemployed,240,no,no,cellular,apr,1,-1,other,1
4148,44,unemployed,0,no,no,cellular,feb,3,-1,other,1
3439,41,management,0,yes,no,unknown,may,1,-1,other,0
3532,48,technician,-154,no,no,unknown,jun,3,-1,other,0
5540,59,unemployed,3648,no,no,telephone,jun,3,-1,other,1
5928,40,services,473,yes,no,cellular,jul,3,-1,other,1
2476,36,technician,4596,yes,no,cellular,apr,2,-1,other,1
6152,36,services,561,no,no,unknown,jun,2,-1,other,0
6675,45,admin,205,no,no,cellular,aug,1,92,success,1
1911,23,technician,4545,no,no,cellular,jun,1,-1,other,0
7643,39,services,52,no,no,telephone,feb,3,-1,other,1
5362,39,technician,507,no,no,cellular,aug,4,-1,other,0
6205,35,technician,249,no,no,cellular,aug,8,-1,other,0
7292,59,technician,309,no,yes,cellular,jul,5,-1,other,0
7382,48,blue-collar,1000,yes,no,unknown,jun,2,-1,other,1
4738,31,management,713,no,no,cellular,aug,1,-1,other,0
547,31,admin,941,yes,no,cellular,apr,4,-1,other,0
837,40,management,-240,no,yes,unknown,may,3,-1,other,0
3644,42,management,27696,no,no,cellular,may,2,89,success,1
1409,49,admin,167,no,yes,cellular,jul,1,-1,other,0
1249,37,self-employed,0,no,no,unknown,jun,1,-1,other,0
7007,49,technician,-287,yes,no,unknown,may,1,-1,other,0
6707,70,unemployed,1853,no,no,telephone,aug,1,-1,other,1
6756,46,self-employed,706,no,no,cellular,may,1,386,failure,1
5015,50,technician,416,yes,no,unknown,jun,5,-1,other,1
217,45,blue-collar,594,yes,no,unknown,may,2,-1,other,1
785,26,unemployed,864,yes,no,cellular,may,1,-1,other,1
545,30,technician,141,no,no,cellular,jan,2,-1,other,0
7650,44,technician,14,no,no,cellular,nov,1,92,success,1
4472,64,unemployed,440,no,no,cellular,feb,1,-1,other,1
5942,33,management,71,no,no,cellular,feb,3,102,failure,1
5746,38,technician,202,no,no,cellular,aug,2,-1,other,1
1742,45,blue-collar,-66,yes,no,unknown,may,2,-1,other,0
5931,26,technician,181,no,no,cellular,apr,2,-1,other,1
6691,31,entrepreneur,379,yes,no,cellular,jul,2,-1,other,0
2006,35,management,105,yes,no,cellular,may,1,365,failure,0
1495,32,management,141,yes,no,cellular,may,3,89,success,0
1184,34,blue-collar,186,no,no,cellular,feb,1,-1,other,0
3271,42,management,849,yes,no,cellular,oct,1,321,other,1
2239,54,technician,876,no,no,cellular,oct,3,541,success,1
2662,52,blue-collar,5828,yes,no,telephone,may,2,-1,other,0
2366,35,management,3168,no,no,cellular,aug,30,-1,other,0
2995,44,technician,285,yes,no,cellular,may,3,-1,other,0
7087,26,blue-collar,-36,yes,no,unknown,jun,2,-1,other,1
6258,39,technician,10685,yes,no,cellular,jul,9,-1,other,1
68,79,unemployed,2661,no,no,cellular,nov,5,-1,other,1
1382,37,self-employed,1549,yes,no,unknown,jun,7,-1,other,0
4904,59,admin,2552,no,yes,cellular,aug,3,-1,other,0
6418,31,management,373,no,no,cellular,feb,6,-1,other,1
4261,30,technician,10,no,no,cellular,aug,8,-1,other,0
499,33,services,804,yes,yes,unknown,may,1,-1,other,0
3007,29,unemployed,670,yes,no,unknown,sep,1,-1,other,0
7564,36,blue-collar,1177,no,no,cellular,apr,1,311,success,1
4795,35,self-employed,1129,yes,no,cellular,nov,2,184,failure,0
4215,31,management,1619,no,no,cellular,apr,2,-1,other,1
3434,31,technician,-367,yes,no,cellular,jul,2,-1,other,1
7351,26,blue-collar,26,yes,yes,cellular,may,1,-1,other,1
256,59,admin,1525,no,no,telephone,jul,2,-1,other,0
4713,57,management,375,no,no,cellular,oct,1,-1,other,1
4859,57,unemployed,2743,no,no,cellular,jan,1,-1,other,0
4897,44,admin,1248,yes,yes,cellular,may,3,-1,other,0
2748,38,management,1199,no,no,cellular,aug,1,-1,other,1
