,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,Anomaly,Anomaly_Score,deposit
6361,37,unemployed,1032,no,no,telephone,feb,1,-1,unknown,single,tertiary,no,4,63,0,0,-0.025401684,0
6320,56,management,310,no,no,unknown,jun,4,-1,unknown,divorced,tertiary,no,20,75,0,0,-0.04048277,0
3581,45,unemployed,33,no,no,cellular,feb,1,-1,unknown,single,secondary,no,5,437,0,0,-0.06805578,0
6927,44,services,0,yes,no,unknown,may,1,-1,unknown,single,secondary,no,14,198,0,0,-0.07685308,0
1976,39,management,13578,yes,no,cellular,nov,2,-1,unknown,married,secondary,no,21,185,0,0,-0.09099383,0
2357,33,entrepreneur,1623,yes,no,cellular,sep,3,-1,unknown,single,tertiary,no,2,291,0,0,-0.022315057,1
6090,46,services,273,no,no,cellular,aug,2,-1,unknown,married,secondary,no,22,565,0,0,-0.09547727,1
6644,36,blue-collar,0,no,no,unknown,jun,1,-1,unknown,single,secondary,no,19,238,0,0,-0.07578823,0
2001,47,admin,3676,no,no,cellular,oct,1,95,success,married,secondary,no,18,567,3,0,-0.049169376,1
7763,37,technician,0,yes,no,cellular,jul,6,-1,unknown,single,tertiary,no,23,366,0,0,-0.07685127,1
6818,32,technician,719,yes,no,unknown,may,6,-1,unknown,single,secondary,no,28,79,0,0,-0.07748243,0
3941,31,management,3,no,no,cellular,feb,2,-1,unknown,single,tertiary,no,4,406,0,0,-0.073114924,0
7456,38,self-employed,5774,yes,no,cellular,may,4,359,other,single,tertiary,no,15,406,5,0,-0.008607675,1
4577,46,management,0,no,no,cellular,aug,6,-1,unknown,married,secondary,no,27,38,0,0,-0.09702237,0
7192,37,self-employed,0,no,no,unknown,may,4,-1,unknown,married,primary,no,7,112,0,0,-0.053285267,0
412,28,unemployed,236,no,no,cellular,may,1,87,failure,single,primary,no,4,193,3,0,-0.021763088,1
2075,59,technician,316,no,no,cellular,aug,4,-1,unknown,married,secondary,no,14,200,0,0,-0.10697056,0
6093,45,services,318,no,no,cellular,jul,2,-1,unknown,married,unknown,no,16,63,0,0,-0.07363843,0
3962,49,blue-collar,134,yes,yes,unknown,may,2,-1,unknown,married,secondary,no,27,265,0,0,-0.06840692,0
2332,40,blue-collar,1009,yes,yes,unknown,jun,5,-1,unknown,married,secondary,no,20,1036,0,0,-0.049747072,1
2641,63,management,2785,no,no,cellular,aug,2,392,success,married,tertiary,no,2,341,3,0,-0.04341902,1
571,55,retired,357,yes,no,cellular,aug,1,103,failure,married,tertiary,no,11,526,1,0,-0.049205758,0
2507,33,admin,616,no,no,cellular,sep,3,-1,unknown,married,secondary,no,6,250,0,0,-0.06903886,1
6278,32,blue-collar,130,yes,no,cellular,may,2,-1,unknown,married,secondary,no,6,302,0,0,-0.11302144,0
4708,34,management,747,no,no,cellular,aug,2,98,failure,single,tertiary,no,31,72,1,0,-0.053269528,0
5837,35,blue-collar,-276,yes,no,cellular,may,1,-1,unknown,single,primary,no,13,850,0,0,-0.06985749,1
3385,39,management,1914,no,no,cellular,aug,4,-1,unknown,single,tertiary,no,18,94,0,0,-0.10332651,0
1631,27,management,843,no,no,cellular,jul,2,185,success,single,secondary,no,12,123,1,0,-0.05986394,0
4200,48,blue-collar,1513,no,yes,cellular,jul,1,-1,unknown,married,secondary,no,17,1171,0,0,-0.0760261,0
7211,47,blue-collar,1568,yes,no,cellular,may,3,91,success,married,secondary,no,21,226,8,0,-0.055611674,1
1199,31,management,1343,yes,yes,unknown,may,1,-1,unknown,married,tertiary,no,21,85,0,0,-0.05038207,0
3634,52,self-employed,385,no,yes,cellular,aug,4,-1,unknown,divorced,secondary,no,26,96,0,0,-0.003365897,0
6926,26,blue-collar,535,no,no,cellular,aug,1,-1,unknown,single,secondary,no,14,125,0,0,-0.09953818,1
4702,59,retired,422,yes,no,cellular,may,4,-1,unknown,married,tertiary,no,14,647,0,0,-0.08672922,1
6119,50,admin,237,no,yes,telephone,nov,1,-1,unknown,divorced,secondary,no,5,169,0,0,-0.0012496909,1
2194,44,self-employed,163,yes,no,cellular,aug,1,100,success,married,unknown,no,12,44,3,0,-0.04468851,0
7551,55,retired,101,yes,no,cellular,jul,1,-1,unknown,married,tertiary,no,9,111,0,0,-0.07897816,0
2840,28,admin,1104,yes,no,cellular,jul,7,-1,unknown,single,tertiary,no,28,73,0,0,-0.07060188,0
4103,41,management,3872,no,no,cellular,oct,1,-1,unknown,married,tertiary,no,15,231,0,0,-0.081571996,0
2279,40,services,-116,yes,no,unknown,may,3,-1,unknown,married,secondary,no,29,176,0,0,-0.07699302,0
2705,30,management,-250,yes,no,unknown,jun,6,-1,unknown,married,tertiary,no,20,11,0,0,-0.07031539,0
6624,52,entrepreneur,7,no,no,cellular,jul,5,-1,unknown,divorced,secondary,no,24,150,0,0,-0.033452954,0
7275,33,self-employed,263,no,no,cellular,nov,4,94,failure,married,tertiary,no,16,79,3,0,-0.04332098,0
7158,56,services,450,no,no,unknown,jun,1,-1,unknown,divorced,secondary,no,9,47,0,0,-0.037625387,0
3778,72,retired,0,no,no,cellular,dec,2,-1,unknown,married,primary,no,29,215,0,0,-0.066087484,0
6649,56,management,-6,no,no,telephone,jul,16,-1,unknown,married,tertiary,no,31,29,0,0,-0.01806073,0
6857,35,management,5958,yes,no,cellular,mar,1,-1,unknown,single,tertiary,no,22,215,0,0,-0.065615974,1
2689,36,blue-collar,49,yes,no,cellular,may,2,365,other,married,primary,no,15,232,5,0,-0.016832296,0
6025,28,student,67,no,no,cellular,aug,3,199,other,single,secondary,no,20,329,2,0,-0.01805077,1
2112,28,technician,922,yes,no,cellular,apr,1,-1,unknown,single,secondary,no,7,304,0,0,-0.08063023,0
7454,57,admin,0,yes,no,unknown,may,2,-1,unknown,married,unknown,no,15,215,0,0,-0.062029555,0
4793,59,retired,3444,no,no,cellular,aug,1,185,success,divorced,tertiary,no,10,252,2,0,-0.0032475383,1
2875,32,technician,1855,no,no,cellular,sep,2,134,other,single,tertiary,no,15,126,1,0,-0.02260736,1
872,39,student,2103,no,no,cellular,feb,1,-1,unknown,single,tertiary,no,2,588,0,0,-0.052872114,1
3409,45,management,10,no,no,cellular,aug,7,-1,unknown,married,tertiary,no,26,133,0,0,-0.10294938,0
5587,39,management,271,yes,no,cellular,aug,1,-1,unknown,married,tertiary,no,12,1344,0,0,-0.0978444,1
5412,36,technician,521,no,no,cellular,oct,3,-1,unknown,married,tertiary,no,20,347,0,0,-0.07475349,1
960,33,services,1595,yes,no,unknown,may,1,-1,unknown,single,tertiary,no,26,296,0,0,-0.06240498,0
6659,26,self-employed,479,yes,no,cellular,feb,3,-1,unknown,married,tertiary,no,9,133,0,0,-0.08082583,0
2061,42,retired,0,yes,no,unknown,may,2,-1,unknown,married,primary,no,8,186,0,0,-0.081306286,0
1877,36,management,992,no,no,unknown,jun,1,-1,unknown,single,secondary,no,6,351,0,0,-0.08154967,0
4097,44,management,22,yes,no,cellular,aug,2,-1,unknown,married,tertiary,no,6,265,0,0,-0.10288932,0
3528,48,self-employed,0,no,no,unknown,jun,1,-1,unknown,single,unknown,no,18,453,0,0,-0.042143993,0
160,30,blue-collar,6281,no,no,cellular,apr,2,-1,unknown,single,unknown,no,21,149,0,0,-0.057172842,1
5726,29,technician,18,no,no,cellular,feb,3,-1,unknown,single,secondary,no,3,206,0,0,-0.072131775,0
550,65,retired,571,yes,no,cellular,oct,1,183,success,married,secondary,no,20,349,2,0,-0.034467608,1
2919,41,admin,124,yes,no,cellular,may,3,-1,unknown,married,secondary,no,12,191,0,0,-0.11033817,0
325,39,management,3518,yes,no,cellular,may,1,-1,unknown,married,tertiary,no,8,440,0,0,-0.0974272,0
7564,36,blue-collar,1177,no,no,cellular,apr,1,311,success,married,primary,no,15,330,4,0,-0.03381249,1
5659,32,admin,205,no,no,cellular,jul,3,-1,unknown,married,secondary,no,18,197,0,0,-0.098070405,0
1081,41,entrepreneur,8491,yes,no,cellular,nov,1,-1,unknown,married,secondary,no,18,929,0,0,-0.04300733,1
4114,39,blue-collar,167,yes,yes,cellular,may,1,-1,unknown,married,secondary,no,12,612,0,0,-0.082223184,1
6070,43,self-employed,3003,no,no,cellular,aug,3,-1,unknown,married,tertiary,no,8,358,0,0,-0.08607687,0
5591,43,technician,629,no,no,cellular,aug,1,-1,unknown,married,secondary,no,5,196,0,0,-0.111221194,0
969,39,technician,-1451,yes,yes,cellular,jul,5,-1,unknown,married,secondary,no,30,65,0,0,-0.06834138,0
1472,29,blue-collar,455,no,no,telephone,may,2,36,success,single,tertiary,no,27,214,1,0,-0.02795499,1
3096,47,management,3663,no,no,cellular,oct,2,213,success,married,tertiary,no,29,424,3,0,-0.041444268,1
5679,44,housemaid,-156,no,yes,cellular,jul,2,-1,unknown,married,primary,no,30,1211,0,0,-0.025858706,1
7196,44,entrepreneur,887,yes,no,cellular,apr,1,14,failure,married,secondary,no,17,519,2,0,-0.026429437,0
7742,32,blue-collar,1076,yes,no,unknown,may,1,-1,unknown,married,primary,no,19,67,0,0,-0.09233423,0
4277,31,blue-collar,-277,yes,no,telephone,jul,2,-1,unknown,divorced,secondary,no,17,1008,0,0,-0.02436298,1
7089,30,technician,1289,yes,no,unknown,may,2,-1,unknown,single,tertiary,no,21,1697,0,0,-0.05888005,1
5144,29,technician,544,yes,no,unknown,may,1,-1,unknown,single,secondary,no,13,360,0,0,-0.09294975,0
2334,37,management,1689,yes,no,unknown,may,2,-1,unknown,married,tertiary,no,29,645,0,0,-0.07707044,0
3103,34,blue-collar,1924,yes,yes,cellular,apr,2,253,failure,married,secondary,no,1,161,1,0,-0.022968274,0
1177,25,services,2022,no,no,cellular,jul,8,97,other,single,unknown,no,29,276,12,1,0.010411791,1
833,52,services,911,no,no,unknown,jun,2,-1,unknown,married,primary,no,20,29,0,0,-0.053482983,0
3491,60,retired,1542,yes,no,unknown,may,1,-1,unknown,married,primary,no,14,930,0,0,-0.06935621,1
2261,32,management,-383,yes,no,unknown,may,1,-1,unknown,married,tertiary,no,27,241,0,0,-0.08049761,0
2690,35,management,43,yes,no,cellular,apr,1,-1,unknown,married,tertiary,no,20,860,0,0,-0.08198307,1
1667,46,admin,22,no,no,cellular,aug,6,-1,unknown,married,secondary,no,26,388,0,0,-0.09664907,1
2563,37,admin,1314,yes,no,cellular,may,1,14,failure,married,secondary,no,22,74,9,0,-0.05093787,0
644,26,technician,223,no,yes,cellular,jul,3,-1,unknown,single,secondary,no,21,1002,0,0,-0.055670694,1
2335,53,blue-collar,1388,no,no,cellular,aug,4,-1,unknown,married,primary,no,7,139,0,0,-0.09016559,0
902,38,blue-collar,360,yes,no,unknown,may,2,-1,unknown,married,secondary,no,14,220,0,0,-0.10913554,0
534,32,self-employed,1423,no,no,cellular,aug,4,-1,unknown,married,tertiary,no,6,1249,0,0,-0.07983006,1
3427,55,technician,0,no,no,cellular,jul,2,-1,unknown,married,secondary,no,27,506,0,0,-0.099002086,0
4863,27,services,302,no,no,cellular,jul,1,-1,unknown,single,secondary,no,3,203,0,0,-0.075681366,1
6013,52,management,4358,no,no,telephone,jul,7,-1,unknown,married,tertiary,no,31,30,0,0,-0.032305177,0
752,32,technician,932,yes,no,cellular,apr,1,318,failure,single,tertiary,no,16,944,1,0,-0.037100777,1
4405,32,blue-collar,760,yes,no,cellular,apr,1,148,other,single,secondary,no,16,445,2,0,-0.025039285,0
1717,29,management,199,yes,yes,unknown,may,4,-1,unknown,married,tertiary,no,7,1689,0,0,-0.022201587,1
4267,31,management,1331,no,no,unknown,nov,1,-1,unknown,married,tertiary,no,5,268,0,0,-0.05353949,1
1203,35,blue-collar,257,yes,no,cellular,may,1,-1,unknown,married,secondary,no,14,186,0,0,-0.118320666,0
4164,41,technician,1788,no,no,cellular,aug,1,-1,unknown,married,secondary,no,28,222,0,0,-0.10636665,0
4801,56,admin,105,no,no,telephone,jul,2,-1,unknown,married,secondary,no,15,80,0,0,-0.05531449,0
1242,36,technician,1354,no,no,cellular,sep,3,97,success,married,tertiary,no,7,281,2,0,-0.03424488,1
7370,34,management,273,yes,no,cellular,may,1,175,failure,married,tertiary,no,14,492,2,0,-0.06723352,1
6825,40,admin,-666,yes,no,unknown,may,2,-1,unknown,married,secondary,no,27,107,0,0,-0.08577244,0
7007,49,technician,-287,yes,no,unknown,may,1,-1,unknown,married,unknown,no,26,49,0,0,-0.061522346,0
6226,41,admin,2498,no,no,cellular,aug,1,-1,unknown,married,secondary,no,12,411,0,0,-0.10644316,1
2735,25,services,895,yes,no,unknown,jun,1,-1,unknown,single,secondary,no,3,167,0,0,-0.068651035,0
953,30,services,129,yes,no,unknown,may,7,-1,unknown,married,secondary,no,26,1446,0,0,-0.04966573,1
7340,35,technician,0,yes,no,telephone,aug,2,-1,unknown,single,tertiary,no,28,46,0,0,-0.043372005,0
5690,49,technician,1807,yes,no,cellular,jun,1,82,success,divorced,tertiary,no,2,225,1,1,0.00045552888,0
666,41,services,804,yes,no,unknown,may,8,-1,unknown,married,secondary,no,20,127,0,0,-0.07574785,0
636,38,services,2678,no,no,cellular,sep,2,187,success,married,secondary,no,28,282,1,0,-0.033764232,1
218,31,technician,200,no,no,cellular,aug,2,-1,unknown,single,secondary,no,6,315,0,0,-0.09899289,0
6711,48,services,62,yes,no,cellular,may,1,-1,unknown,divorced,secondary,no,8,561,0,0,-0.06591104,0
4206,47,management,3663,no,no,cellular,mar,3,-1,unknown,married,tertiary,no,30,364,0,0,-0.07306888,1
2910,34,self-employed,1972,yes,no,cellular,jul,2,-1,unknown,married,tertiary,no,23,61,0,0,-0.09159669,0
4447,39,services,636,yes,no,telephone,may,1,-1,unknown,married,secondary,no,12,15,0,0,-0.048485477,0
1130,33,management,3301,yes,no,cellular,nov,2,171,failure,married,tertiary,no,2,131,2,0,-0.04387226,0
453,38,blue-collar,2467,no,no,cellular,jun,1,-1,unknown,married,secondary,no,2,192,0,0,-0.10251229,1
801,45,management,644,yes,no,cellular,nov,1,168,success,divorced,secondary,no,19,418,1,0,-0.023833217,1
5422,33,services,2411,yes,no,cellular,oct,1,161,failure,divorced,secondary,no,23,130,1,0,-0.00603903,1
6685,36,services,9713,yes,no,unknown,may,3,-1,unknown,single,secondary,no,27,72,0,0,-0.061860755,0
3593,32,technician,1119,no,no,cellular,nov,2,-1,unknown,married,secondary,no,19,371,0,0,-0.09633948,0
640,55,technician,462,no,no,cellular,aug,2,-1,unknown,married,secondary,no,11,116,0,0,-0.11082246,0
3830,38,management,162,no,no,cellular,aug,4,-1,unknown,divorced,tertiary,no,25,323,0,0,-0.06749936,0
6483,33,student,2321,no,no,cellular,apr,2,381,failure,single,unknown,no,15,699,2,1,0.009707806,0
3794,38,management,38,no,no,cellular,aug,2,-1,unknown,single,tertiary,no,20,105,0,0,-0.10394804,0
94,33,management,4570,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,22,1258,0,0,-0.10358289,1
5596,42,management,386,yes,no,unknown,may,1,-1,unknown,married,tertiary,no,7,168,0,0,-0.08978271,0
1948,54,management,2895,yes,no,cellular,feb,2,256,failure,married,secondary,no,9,20,1,0,-0.05219847,0
3387,46,management,2817,no,no,cellular,sep,1,-1,unknown,married,tertiary,no,17,543,0,0,-0.081078306,1
1543,31,technician,882,no,no,cellular,jun,1,-1,unknown,single,tertiary,no,3,411,0,0,-0.08635986,1
7108,39,management,297,yes,no,cellular,may,2,-1,unknown,married,tertiary,no,13,734,0,0,-0.10504342,1
6218,47,management,0,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,19,213,0,0,-0.11495851,0
3834,41,blue-collar,2413,no,no,unknown,jun,3,-1,unknown,married,secondary,no,16,64,0,0,-0.09084495,0
1683,35,blue-collar,0,yes,no,cellular,apr,1,345,other,single,secondary,no,16,1174,4,0,-0.0073853605,1
4596,78,retired,1204,no,no,telephone,nov,1,-1,unknown,married,tertiary,no,17,135,0,0,-0.047157228,1
2792,58,technician,0,yes,no,cellular,jul,1,-1,unknown,married,secondary,no,15,53,0,0,-0.101231694,0
7375,53,admin,0,yes,yes,cellular,apr,2,-1,unknown,divorced,secondary,no,30,586,0,0,-0.02795455,0
2011,62,management,0,no,no,cellular,apr,3,182,failure,married,tertiary,no,13,113,3,0,-0.049047142,0
349,31,admin,622,no,no,cellular,jul,1,-1,unknown,single,secondary,no,18,420,0,0,-0.090069756,1
6023,42,housemaid,578,no,no,telephone,jan,1,-1,unknown,single,secondary,no,28,44,0,0,-0.027340442,0
877,48,blue-collar,1405,yes,no,unknown,may,2,-1,unknown,married,secondary,no,14,629,0,0,-0.09426957,1
5408,64,management,5112,no,no,telephone,oct,7,137,other,married,tertiary,no,19,898,11,1,0.030991018,1
7775,29,admin,127,yes,yes,cellular,apr,1,-1,unknown,single,secondary,no,20,314,0,0,-0.05500446,0
7614,25,student,10,yes,no,cellular,jul,4,-1,unknown,married,tertiary,no,21,857,0,0,-0.074666694,1
6695,48,blue-collar,343,no,no,unknown,jun,1,-1,unknown,married,primary,no,19,136,0,0,-0.074606106,0
7132,25,student,8,no,no,cellular,apr,2,-1,unknown,single,secondary,no,22,107,0,0,-0.06591935,1
2366,35,management,3168,no,no,cellular,aug,30,-1,unknown,married,tertiary,no,22,24,0,0,-0.08669331,0
2008,41,blue-collar,449,yes,no,cellular,apr,6,-1,unknown,married,primary,no,20,10,0,0,-0.06853496,0
1243,23,blue-collar,780,yes,no,cellular,may,1,-1,unknown,single,secondary,no,15,416,0,0,-0.099063404,1
5551,31,management,0,no,no,cellular,aug,16,-1,unknown,single,tertiary,no,25,11,0,0,-0.0818268,0
3513,30,unemployed,7105,no,no,cellular,dec,2,-1,unknown,divorced,secondary,no,22,321,0,0,-0.037468094,1
364,33,admin,272,yes,no,cellular,jun,1,237,failure,single,tertiary,no,1,326,2,0,-0.042686425,1
2289,50,management,2910,no,no,telephone,nov,1,113,failure,married,secondary,no,19,433,1,0,-0.03165237,0
2785,26,management,243,no,no,cellular,may,1,-1,unknown,married,tertiary,no,26,482,0,0,-0.10160726,1
5188,35,technician,84,yes,yes,cellular,may,1,-1,unknown,divorced,secondary,no,6,954,0,0,-0.029861763,1
5206,30,technician,569,no,no,cellular,aug,12,-1,unknown,married,tertiary,no,27,976,0,0,-0.08255109,1
3265,47,technician,568,yes,no,telephone,jul,2,-1,unknown,married,secondary,no,14,256,0,0,-0.0657179,0
4892,37,technician,549,no,no,cellular,mar,1,-1,unknown,married,tertiary,no,2,239,0,0,-0.08086323,1
6533,54,technician,3994,no,yes,cellular,oct,2,187,success,married,secondary,no,20,595,2,1,0.0025705488,1
6343,35,admin,286,no,no,cellular,apr,2,-1,unknown,married,tertiary,no,30,949,0,0,-0.07393618,1
3817,26,entrepreneur,101,yes,no,cellular,feb,1,268,failure,single,secondary,no,5,810,1,0,-0.022017183,1
9,57,housemaid,0,no,no,unknown,jun,1,-1,unknown,divorced,primary,no,9,97,0,0,-0.0051988964,0
1785,47,blue-collar,116,yes,no,unknown,may,2,-1,unknown,married,secondary,no,8,376,0,0,-0.10524997,0
6336,45,management,904,yes,yes,unknown,jun,9,-1,unknown,married,tertiary,no,20,14,0,0,-0.03558401,0
6802,32,blue-collar,1918,yes,no,cellular,may,1,172,failure,single,primary,no,8,318,1,0,-0.030629335,0
3831,35,blue-collar,975,yes,no,cellular,jul,1,-1,unknown,married,secondary,no,16,102,0,0,-0.10778923,0
4092,52,services,992,yes,no,cellular,jan,1,92,success,married,secondary,no,27,342,2,0,-0.04851633,1
7072,34,blue-collar,425,yes,no,cellular,jul,7,-1,unknown,married,primary,no,16,1389,0,0,-0.07173596,0
901,26,services,-379,yes,yes,cellular,jul,7,-1,unknown,married,secondary,no,22,1237,0,0,-0.053340506,1
5179,36,management,926,no,no,cellular,apr,1,-1,unknown,married,tertiary,no,14,216,0,0,-0.093282126,1
7023,49,housemaid,198,yes,no,unknown,may,3,-1,unknown,divorced,primary,no,13,205,0,0,-0.02964443,0
1180,41,blue-collar,849,yes,yes,cellular,may,4,-1,unknown,married,secondary,no,12,100,0,0,-0.090658545,0
6479,41,blue-collar,2453,yes,no,unknown,may,1,-1,unknown,married,primary,no,15,1052,0,0,-0.074561894,1
4173,53,management,2693,no,no,cellular,mar,1,104,failure,married,secondary,no,5,90,1,0,-0.04581943,1
4135,36,services,145,yes,no,cellular,feb,1,252,other,married,secondary,no,2,109,2,0,-0.035181317,0
4595,74,retired,935,no,no,cellular,may,1,99,failure,married,secondary,no,5,226,2,0,-0.05046054,1
7660,34,management,13,yes,no,cellular,jul,3,-1,unknown,married,tertiary,no,30,99,0,0,-0.09298412,0
5239,35,technician,399,yes,no,cellular,may,2,345,failure,single,secondary,no,13,496,3,0,-0.049124457,1
3001,55,management,1504,yes,no,cellular,aug,3,101,success,married,unknown,no,31,186,2,0,-0.047092635,1
328,31,management,1812,no,no,cellular,apr,1,-1,unknown,married,tertiary,no,30,461,0,0,-0.08034522,1
5373,43,management,-410,no,yes,cellular,jul,1,-1,unknown,divorced,tertiary,no,9,189,0,0,-0.037943453,0
4942,60,housemaid,0,no,no,telephone,aug,2,181,failure,married,secondary,no,3,676,5,1,0.008061755,1
2021,38,management,151,yes,no,cellular,jul,1,-1,unknown,divorced,tertiary,no,17,50,0,0,-0.06797663,0
4999,28,unknown,4465,no,no,cellular,jan,1,-1,unknown,single,secondary,no,28,769,0,0,-0.04876523,1
4776,31,blue-collar,43,yes,no,unknown,may,3,-1,unknown,married,secondary,no,19,405,0,0,-0.10567464,0
5121,41,services,840,yes,no,cellular,feb,1,-1,unknown,divorced,secondary,no,2,938,0,0,-0.053159498,1
5580,43,management,1258,no,no,unknown,oct,1,-1,unknown,married,tertiary,no,20,312,0,0,-0.05654676,1
2848,37,blue-collar,194,yes,no,unknown,may,7,-1,unknown,married,secondary,no,12,566,0,0,-0.09855324,0
7241,31,technician,24,no,no,cellular,aug,2,-1,unknown,single,tertiary,yes,21,246,0,0,-0.05654566,0
6917,44,technician,2857,no,no,cellular,aug,2,-1,unknown,married,secondary,no,5,318,0,0,-0.10920299,0
4464,54,blue-collar,1636,no,no,telephone,jul,2,-1,unknown,married,secondary,no,20,1008,0,0,-0.06916154,1
7529,55,retired,493,yes,no,unknown,may,7,-1,unknown,married,secondary,no,13,647,0,0,-0.073367596,0
6678,73,retired,1050,no,no,cellular,mar,3,181,failure,single,secondary,no,4,562,2,0,-0.02316712,1
7378,42,technician,-805,no,no,cellular,aug,6,-1,unknown,married,tertiary,no,8,103,0,0,-0.09629752,0
